"","a[str_detect(a[, 1], pattern = pat_fecha), ]","fecha","precip","evap","TMAX","TMIN","Estacion"
"1","    11 ","10/07/1962",0,0,26,11,"9023"
"2","   10.5 ","11/07/1962",0,0,26.5,10.5,"9023"
"3","    11 ","12/07/1962",1,0,27,11,"9023"
"4","    12 ","13/07/1962",0,0,28,12,"9023"
"5","    12.5 ","14/07/1962",5,0,28,12.5,"9023"
"6","   12 ","15/07/1962",1,0,27.5,12,"9023"
"7","    12 ","16/07/1962",7.5,0,27,12,"9023"
"8","    11 ","17/07/1962",1,0,26,11,"9023"
"9","    11 ","18/07/1962",11,0,27,11,"9023"
"10","    12 ","19/07/1962",7.5,0,28,12,"9023"
"11","    13 ","20/07/1962",28,0,24,13,"9023"
"12","    13 ","21/07/1962",1,0,28,13,"9023"
"13","    12 ","22/07/1962",5.5,0,27,12,"9023"
"14","   12.5 ","23/07/1962",1,0,26.5,12.5,"9023"
"15","    12 ","24/07/1962",0,0,26,12,"9023"
"16","   11 ","25/07/1962",0,0,26.5,11,"9023"
"17","    12 ","26/07/1962",5,0,27,12,"9023"
"18","   12.5 ","27/07/1962",0.5,0,26.5,12.5,"9023"
"19","    12 ","28/07/1962",0,0,26,12,"9023"
"20","    11 ","29/07/1962",16,0,26,11,"9023"
"21","    11 ","30/07/1962",4,0,25,11,"9023"
"22","    10.5 ","31/07/1962",0,0,26,10.5,"9023"
"23","    11 ","01/08/1962",0,0,28,11,"9023"
"24","    12 ","02/08/1962",1,0,26,12,"9023"
"25","    13 ","03/08/1962",0,0,28,13,"9023"
"26","    12 ","04/08/1962",3,0,28,12,"9023"
"27","    11 ","05/08/1962",0,0,26,11,"9023"
"28","    11 ","06/08/1962",0.5,0,27,11,"9023"
"29","    12 ","07/08/1962",10,0,26,12,"9023"
"30","    10 ","08/08/1962",0,0,27,10,"9023"
"31","    12 ","09/08/1962",0,0,27,12,"9023"
"32","    12 ","10/08/1962",0,0,28,12,"9023"
"33","    14 ","11/08/1962",0,0,26,14,"9023"
"34","    15 ","12/08/1962",4,0,24,15,"9023"
"35","    13 ","13/08/1962",7,0,25,13,"9023"
"36","    11 ","14/08/1962",2,0,24,11,"9023"
"37","    12 ","15/08/1962",0,0,25,12,"9023"
"38","    13 ","16/08/1962",0,0,26,13,"9023"
"39","    13 ","17/08/1962",0,0,27,13,"9023"
"40","    13 ","18/08/1962",0,0,27,13,"9023"
"41","    12 ","19/08/1962",0,0,29,12,"9023"
"42","    13 ","20/08/1962",3,0,23,13,"9023"
"43","    14 ","21/08/1962",20,0,24,14,"9023"
"44","    13 ","22/08/1962",27,0,24,13,"9023"
"45","    13 ","23/08/1962",1,0,27,13,"9023"
"46","    11 ","24/08/1962",0,0,26,11,"9023"
"47","    12 ","25/08/1962",0,0,26,12,"9023"
"48","    13 ","26/08/1962",0,0,24,13,"9023"
"49","    12 ","27/08/1962",22,0,24,12,"9023"
"50","    14 ","28/08/1962",0,0,26,14,"9023"
"51","    13 ","29/08/1962",11,0,25,13,"9023"
"52","    13 ","30/08/1962",6.5,0,26,13,"9023"
