"","a[str_detect(a[, 1], pattern = pat_fecha), ]","fecha","precip","evap","TMAX","TMIN","Estacion"
"1","    2.5 ","01/01/1961",0,2.1,25,2.5,"9062"
"2","   2.5 ","02/01/1961",0,3.2,24.5,2.5,"9062"
"3","   3.5 ","03/01/1961",0,3.1,23.5,3.5,"9062"
"4","   4.5 ","04/01/1961",0,2.6,20.5,4.5,"9062"
"5","   4 ","05/01/1961",0,5.1,22.5,4,"9062"
"6","    1.5 ","06/01/1961",0,3.2,24,1.5,"9062"
"7","    6.5 ","07/01/1961",0,3.4,25,6.5,"9062"
"8","    6.5 ","08/01/1961",0,2.2,22,6.5,"9062"
"9","   6 ","09/01/1961",0,3.9,22.5,6,"9062"
"10","   5 ","10/01/1961",1.8,2.4,22.5,5,"9062"
"11","   4 ","11/01/1961",5.1,1.6,21.5,4,"9062"
"12","   5.5 ","12/01/1961",0,3.6,21.5,5.5,"9062"
"13","   4.5 ","13/01/1961",0,2.3,22.5,4.5,"9062"
"14","    4.5 ","14/01/1961",0,2,22,4.5,"9062"
"15","   3 ","15/01/1961",0,1.5,21.5,3,"9062"
"16","   3 ","16/01/1961",0,1.9,19.5,3,"9062"
"17","    5.5 ","17/01/1961",0,2.2,20,5.5,"9062"
"18","   5.5 ","18/01/1961",0,2.6,23.5,5.5,"9062"
"19","   5.5 ","19/01/1961",0,2.7,22.5,5.5,"9062"
"20","   6.5 ","20/01/1961",6.5,3.2,21.5,6.5,"9062"
"21","    7.5 ","21/01/1961",0.1,1.8,18,7.5,"9062"
"22","   4 ","22/01/1961",0,2.9,23.5,4,"9062"
"23","    4.5 ","23/01/1961",0,2.9,20,4.5,"9062"
"24","   2.5 ","24/01/1961",0,1.7,21.5,2.5,"9062"
"25","   4.5 ","25/01/1961",0,2.3,24.5,4.5,"9062"
"26","    4.5 ","26/01/1961",0,3.7,21,4.5,"9062"
"27","    5 ","27/01/1961",0,2.9,21,5,"9062"
"28","    5.5 ","28/01/1961",0,4.5,26,5.5,"9062"
"29","    5 ","29/01/1961",0,4.9,26,5,"9062"
"30","   3 ","30/01/1961",0,4.1,23.5,3,"9062"
"31","    3 ","31/01/1961",0,2.1,25,3,"9062"
"32","   5 ","01/02/1961",0,3.1,24.5,5,"9062"
"33","   5 ","02/02/1961",0,3.1,22.5,5,"9062"
"34","    3 ","03/02/1961",0,2.9,23,3,"9062"
"35","    3.5 ","04/02/1961",0,3.9,24,3.5,"9062"
"36","    5.5 ","05/02/1961",0,3.2,24,5.5,"9062"
"37","   6 ","06/02/1961",0.4,3.7,20.5,6,"9062"
"38","    1 ","07/02/1961",0,4,24,1,"9062"
"39","   1 ","08/02/1961",0,4.1,25.5,1,"9062"
"40","    3.5 ","09/02/1961",0,3.9,26,3.5,"9062"
"41","    5 ","10/02/1961",0,4.9,22,5,"9062"
"42","   4.5 ","11/02/1961",0,5.2,21.5,4.5,"9062"
"43","  -2 ","12/02/1961",0,3.8,24.5,-2,"9062"
"44","   -1 ","13/02/1961",0,4.4,22,-1,"9062"
"45","   0 ","14/02/1961",0,4.3,20.5,0,"9062"
"46","   1 ","15/02/1961",0,3.3,25.5,1,"9062"
"47","    2.5 ","16/02/1961",0,3.7,20,2.5,"9062"
"48","   3.5 ","17/02/1961",0,6.2,26.5,3.5,"9062"
"49","   4.5 ","18/02/1961",0,3.9,26.5,4.5,"9062"
"50","    5 ","19/02/1961",0,4.9,23,5,"9062"
"51","    5.5 ","20/02/1961",0,6.3,28,5.5,"9062"
"52","   6 ","21/02/1961",0,3.5,21.5,6,"9062"
"53","    5 ","22/02/1961",0,5.7,23,5,"9062"
"54","   5.5 ","23/02/1961",0,4.3,22.5,5.5,"9062"
"55","    6 ","24/02/1961",0,3.5,22,6,"9062"
"56","   6 ","25/02/1961",0,5.3,24.5,6,"9062"
"57","    5 ","26/02/1961",0,5.2,22,5,"9062"
"58","    6 ","27/02/1961",0,3.5,29,6,"9062"
"59","    7.5 ","28/02/1961",0,5.9,27,7.5,"9062"
"60","    9.5 ","01/03/1961",0.5,3.5,20,9.5,"9062"
"61","    6 ","02/03/1961",0,3.5,27,6,"9062"
"62","    7 ","03/03/1961",0,2.7,23,7,"9062"
"63","    9 ","04/03/1961",0,1.8,22,9,"9062"
"64","    0.9 ","05/03/1961",0,5.1,21,0.9,"9062"
"65","   6 ","06/03/1961",0,4.3,28.5,6,"9062"
"66","   6 ","07/03/1961",0,6.9,30.5,6,"9062"
"67","    9.5 ","08/03/1961",0,3.5,22,9.5,"9062"
"68","    5 ","09/03/1961",0,3.9,25,5,"9062"
"69","    3 ","10/03/1961",0,5.2,23,3,"9062"
"70","    4 ","11/03/1961",0,1.4,20,4,"9062"
"71","    9 ","12/03/1961",63,4.1,24,9,"9062"
"72","    5.5 ","13/03/1961",0,3.2,26,5.5,"9062"
"73","    6 ","14/03/1961",0.2,4.9,22,6,"9062"
"74","   7 ","15/03/1961",0,4.3,20.5,7,"9062"
"75","   10 ","16/03/1961",0,5.9,21.5,10,"9062"
"76","   7 ","17/03/1961",0,7.5,28.5,7,"9062"
"77","   5.5 ","18/03/1961",0,5.7,26.5,5.5,"9062"
"78","   5 ","19/03/1961",0,5.8,22.5,5,"9062"
"79","    4 ","20/03/1961",0,5.5,22,4,"9062"
"80","   5 ","21/03/1961",0,5.9,22.5,5,"9062"
"81","   6.5 ","22/03/1961",0,4.5,22.5,6.5,"9062"
"82","    5.5 ","23/03/1961",0,6.5,22,5.5,"9062"
"83","    6 ","24/03/1961",0,4.1,21,6,"9062"
"84","    7 ","25/03/1961",0,5,22,7,"9062"
"85","    10 ","26/03/1961",0,4.1,24,10,"9062"
"86","    9.5 ","27/03/1961",0,6.6,28,9.5,"9062"
"87","   9 ","28/03/1961",0,6,28.5,9,"9062"
"88","    11 ","29/03/1961",0,8.5,29,11,"9062"
"89","    11 ","30/03/1961",0,7.5,30,11,"9062"
"90","    12.5 ","31/03/1961",0,5.1,28,12.5,"9062"
"91","    11 ","01/04/1961",0,7.9,29,11,"9062"
"92","   10 ","02/04/1961",0,8.5,29.5,10,"9062"
"93","    7.5 ","03/04/1961",0,6.1,28,7.5,"9062"
"94","    7.5 ","04/04/1961",0,5.8,27,7.5,"9062"
"95","   9.5 ","05/04/1961",0,5.9,24.5,9.5,"9062"
"96","   11 ","06/04/1961",0,7,29.5,11,"9062"
"97","   8 ","07/04/1961",0,5.9,29.5,8,"9062"
"98","   9.5 ","08/04/1961",0,4.7,30.5,9.5,"9062"
"99","   9.5 ","09/04/1961",0,5.8,29.5,9.5,"9062"
"100","    8 ","10/04/1961",0,6.3,30,8,"9062"
"101","    8.5 ","11/04/1961",0,6.9,32,8.5,"9062"
"102","    7.5 ","12/04/1961",0,5.5,31,7.5,"9062"
"103","    9.5 ","13/04/1961",0,7.8,32,9.5,"9062"
"104","   10.5 ","14/04/1961",0,5.1,32.5,10.5,"9062"
"105","   10.5 ","15/04/1961",0,7.2,32.5,10.5,"9062"
"106","    9.5 ","16/04/1961",0,4.8,30,9.5,"9062"
"107","   9.5 ","17/04/1961",0,5.8,29.5,9.5,"9062"
"108","    11.5 ","18/04/1961",0,5.2,30,11.5,"9062"
"109","    10.5 ","19/04/1961",0,6.9,32,10.5,"9062"
"110","   11.5 ","20/04/1961",0,6.8,30.5,11.5,"9062"
"111","    11 ","21/04/1961",0,6.8,31,11,"9062"
"112","    8.5 ","22/04/1961",0,7.6,31,8.5,"9062"
"113","   10.5 ","23/04/1961",0,7,31.5,10.5,"9062"
"114","    10.5 ","24/04/1961",0,7.6,33,10.5,"9062"
"115","   10.5 ","25/04/1961",5.2,7.3,33.5,10.5,"9062"
"116","   11.5 ","26/04/1961",3.3,5.2,32.5,11.5,"9062"
"117","    10.5 ","27/04/1961",0.2,7.6,33,10.5,"9062"
"118","    12 ","28/04/1961",0.2,4,32,12,"9062"
"119","   13.5 ","29/04/1961",0.5,3.5,21.5,13.5,"9062"
"120","    11.5 ","30/04/1961",0,4.2,28,11.5,"9062"
"121","    12 ","01/05/1961",0,7.9,30,12,"9062"
"122","   9.5 ","02/05/1961",0,7.4,30.5,9.5,"9062"
"123","   12.5 ","03/05/1961",0,5.7,28.5,12.5,"9062"
"124","   10.5 ","04/05/1961",0,6.2,30.5,10.5,"9062"
"125","   13 ","05/05/1961",0,5.4,30.5,13,"9062"
"126","    12 ","06/05/1961",0,9.4,33,12,"9062"
"127","    10 ","07/05/1961",0,6.2,32,10,"9062"
"128","   10 ","08/05/1961",0,8.8,32.5,10,"9062"
"129","    10 ","09/05/1961",0,2.4,24,10,"9062"
"130","   5.5 ","10/05/1961",0,5.4,27.5,5.5,"9062"
"131","    7.5 ","11/05/1961",0,8.5,30,7.5,"9062"
"132","    9.5 ","12/05/1961",0,11.5,32,9.5,"9062"
"133","    10.5 ","13/05/1961",0,8.1,34,10.5,"9062"
"134","   13 ","14/05/1961",0,2.6,34.5,13,"9062"
"135","   14 ","15/05/1961",3.5,5.7,34.5,14,"9062"
"136","    10.5 ","16/05/1961",0,4.9,32,10.5,"9062"
"137","   13 ","17/05/1961",0.7,6.9,30.5,13,"9062"
"138","    11 ","18/05/1961",0,4.3,30,11,"9062"
"139","    10 ","19/05/1961",0,5.7,31,10,"9062"
"140","   10.5 ","20/05/1961",0,6.9,31.5,10.5,"9062"
"141","    10.5 ","21/05/1961",0,8.6,31,10.5,"9062"
"142","   11.5 ","22/05/1961",0,3.5,30.5,11.5,"9062"
"143","   14.5 ","23/05/1961",3,7.2,28.5,14.5,"9062"
"144","   11.5 ","24/05/1961",5,9.5,25.5,11.5,"9062"
"145","    8.5 ","25/05/1961",0.1,4.9,30,8.5,"9062"
"146","    12 ","26/05/1961",5.1,6.8,31,12,"9062"
"147","   11.5 ","27/05/1961",0,4.8,27.5,11.5,"9062"
"148","   11 ","28/05/1961",0,6.6,29.5,11,"9062"
"149","    11.5 ","29/05/1961",0,7.7,30,11.5,"9062"
"150","   8 ","30/05/1961",0,3.5,29.5,8,"9062"
"151","    12 ","31/05/1961",0,5.9,30,12,"9062"
"152","    13.5 ","01/06/1961",0,5.5,28,13.5,"9062"
"153","    12.5 ","02/06/1961",0,4.7,29,12.5,"9062"
"154","    10 ","03/06/1961",0,7.8,29,10,"9062"
"155","   11.5 ","04/06/1961",0,4.1,29.5,11.5,"9062"
"156","   13 ","05/06/1961",0,6.2,30.5,13,"9062"
"157","   12.5 ","06/06/1961",0,6.6,29.5,12.5,"9062"
"158","    14 ","07/06/1961",4,5.4,30,14,"9062"
"159","   14.5 ","08/06/1961",1.5,5.2,30.5,14.5,"9062"
"160","    14.5 ","09/06/1961",15.2,5.4,30,14.5,"9062"
"161","    12.5 ","10/06/1961",0.5,2.2,23,12.5,"9062"
"162","    14 ","11/06/1961",7,1.8,23,14,"9062"
"163","    14 ","12/06/1961",26.7,3.5,24,14,"9062"
"164","   13.5 ","13/06/1961",0.3,2.2,24.5,13.5,"9062"
"165","    13.5 ","14/06/1961",10.4,2.2,23,13.5,"9062"
"166","    13 ","15/06/1961",6.1,3.4,25,13,"9062"
"167","   13.5 ","16/06/1961",1.8,2.9,25.5,13.5,"9062"
"168","    13.5 ","17/06/1961",2.7,6.2,27,13.5,"9062"
"169","   13 ","18/06/1961",1.1,3.5,26.5,13,"9062"
"170","   14 ","19/06/1961",10.5,5.7,24.5,14,"9062"
"171","    13 ","20/06/1961",37.6,5.2,22,13,"9062"
"172","    12 ","21/06/1961",0,3.3,25,12,"9062"
"173","    11.5 ","22/06/1961",10,3.5,23,11.5,"9062"
"174","    13 ","23/06/1961",22.6,4.5,25,13,"9062"
"175","    11 ","24/06/1961",9.8,3.9,24,11,"9062"
"176","    13 ","25/06/1961",0,2.9,24,13,"9062"
"177","    12 ","26/06/1961",3.2,1.9,21,12,"9062"
"178","    10.5 ","27/06/1961",0.3,3.2,24,10.5,"9062"
"179","    13 ","28/06/1961",1,3.4,25,13,"9062"
"180","    13 ","29/06/1961",11.5,2,24,13,"9062"
"181","   12 ","30/06/1961",1.2,3.8,23.5,12,"9062"
"182","   13 ","01/07/1961",5,4.1,24.5,13,"9062"
"183","    12.5 ","02/07/1961",1.5,3.9,25,12.5,"9062"
"184","   12.5 ","03/07/1961",0,1.3,25.5,12.5,"9062"
"185","    14 ","04/07/1961",12.8,3,24,14,"9062"
"186","   13 ","05/07/1961",14.2,4.3,25.5,13,"9062"
"187","    11.5 ","06/07/1961",1.5,4.5,25,11.5,"9062"
"188","   11.5 ","07/07/1961",6.5,3.4,22.5,11.5,"9062"
"189","   11 ","08/07/1961",0.7,2,24.5,11,"9062"
"190","    13 ","09/07/1961",0.2,4.5,26,13,"9062"
"191","    13 ","10/07/1961",3.2,4.1,26,13,"9062"
"192","   12 ","11/07/1961",0.7,4.1,24.5,12,"9062"
"193","   13 ","12/07/1961",12.3,4.4,25.5,13,"9062"
"194","   13 ","13/07/1961",6.1,1.8,22.5,13,"9062"
"195","   10 ","14/07/1961",0.1,3.4,24.5,10,"9062"
"196","   9.5 ","15/07/1961",0,5.2,25.5,9.5,"9062"
"197","    11 ","16/07/1961",0,4.7,27,11,"9062"
"198","   12 ","17/07/1961",0,5.7,26.5,12,"9062"
