"","a[str_detect(a[, 1], pattern = pat_fecha), ]","fecha","precip","evap","TMAX","TMIN","Estacion"
"1","   9.8 ","06/03/1877",0,0,20.5,9.8,"9048"
"2","   11.6 ","07/03/1877",0,0,21.6,11.6,"9048"
"3","   8.8 ","08/03/1877",0,0,22.9,8.8,"9048"
"4","   8.8 ","09/03/1877",0,0,20.8,8.8,"9048"
"5","   8.5 ","10/03/1877",0,0,22.8,8.5,"9048"
"6","   10.4 ","11/03/1877",0.2,0,20.3,10.4,"9048"
"7","   10.2 ","12/03/1877",0.1,0,20.6,10.2,"9048"
"8","   9.2 ","13/03/1877",0.3,0,21.2,9.2,"9048"
"9","   8.6 ","14/03/1877",3.3,0,19.5,8.6,"9048"
"10","   4.3 ","15/03/1877",0.1,0,19.9,4.3,"9048"
"11","    9.9 ","16/03/1877",0,0,20,9.9,"9048"
"12","   9.8 ","17/03/1877",0,0,20.3,9.8,"9048"
"13","   8.6 ","18/03/1877",5,0,19.9,8.6,"9048"
"14","   7.3 ","19/03/1877",0.2,0,18.3,7.3,"9048"
"15","    9.9 ","20/03/1877",0,0,20,9.9,"9048"
"16","    6.8 ","21/03/1877",0,0,21,6.8,"9048"
"17","   13.1 ","22/03/1877",0,0,20.9,13.1,"9048"
"18","    16.5 ","23/03/1877",0,0,24,16.5,"9048"
"19","   9.5 ","24/03/1877",0,0,23.1,9.5,"9048"
"20","   10.1 ","25/03/1877",0,0,20.1,10.1,"9048"
"21","   6.6 ","26/03/1877",0,0,21.2,6.6,"9048"
"22","   8.2 ","27/03/1877",0,0,23.3,8.2,"9048"
"23","   9.8 ","28/03/1877",0.3,0,23.4,9.8,"9048"
"24","    11.1 ","29/03/1877",0,0,26,11.1,"9048"
"25","   10.4 ","30/03/1877",1,0,26.2,10.4,"9048"
"26","   11.5 ","31/03/1877",0.3,0,26.8,11.5,"9048"
"27","   11.7 ","01/04/1877",0,0,26.8,11.7,"9048"
"28","   11.2 ","02/04/1877",0,0,26.2,11.2,"9048"
"29","   10.2 ","03/04/1877",0,0,26.4,10.2,"9048"
"30","   11.9 ","04/04/1877",0,0,26.8,11.9,"9048"
"31","   11.9 ","05/04/1877",0,0,27.3,11.9,"9048"
"32","   11.3 ","06/04/1877",0,0,28.9,11.3,"9048"
"33","   12.1 ","07/04/1877",0,0,28.4,12.1,"9048"
"34","   12.2 ","08/04/1877",0,0,25.9,12.2,"9048"
"35","   13 ","09/04/1877",0,0,20.5,13,"9048"
"36","   11 ","10/04/1877",0,0,27.2,11,"9048"
"37","    12.6 ","11/04/1877",0,0,29,12.6,"9048"
"38","    13.7 ","12/04/1877",0,0,29,13.7,"9048"
"39","   12.5 ","13/04/1877",0,0,27.5,12.5,"9048"
"40","    12 ","14/04/1877",0,0,28,12,"9048"
"41","   14.5 ","15/04/1877",0,0,28.5,14.5,"9048"
"42","    13 ","16/04/1877",2.1,0,28,13,"9048"
"43","   13 ","17/04/1877",0,0,26.5,13,"9048"
"44","   12.7 ","18/04/1877",0,0,28.9,12.7,"9048"
"45","   15 ","19/04/1877",0,0,27.9,15,"9048"
"46","   15 ","20/04/1877",0,0,28.6,15,"9048"
"47","   12.2 ","21/04/1877",0,0,26.8,12.2,"9048"
