"","a[str_detect(a[, 1], pattern = pat_fecha), ]","fecha","precip","evap","TMAX","TMIN","Estacion"
"1","ULO   NULO","25/01/1976",0,0,NA,NA,"9067"
"2","   -4 ","26/01/1976",0,0,14,-4,"9067"
"3","   -2 ","27/01/1976",0,0,14,-2,"9067"
"4","  -3 ","28/01/1976",0,0,11.5,-3,"9067"
"5","   -3.5 ","29/01/1976",0,0,12,-3.5,"9067"
"6","   -3 ","30/01/1976",3.7,0,12,-3,"9067"
"7","   -3 ","31/01/1976",0,0,13,-3,"9067"
"8","  -4 ","01/02/1976",2.5,0,11.5,-4,"9067"
"9","   -1 ","02/02/1976",2,0,18,-1,"9067"
"10","   -2.5 ","03/02/1976",0,0,19,-2.5,"9067"
"11","   -3.5 ","04/02/1976",0,0,12,-3.5,"9067"
"12","   -3 ","05/02/1976",0,0,11,-3,"9067"
"13","   -2 ","06/02/1976",0,0,14,-2,"9067"
"14","   -3 ","07/02/1976",0,0,11,-3,"9067"
"15","   -2 ","08/02/1976",0,0,13,-2,"9067"
"16","   -3 ","09/02/1976",0,0,14,-3,"9067"
"17","   -3 ","10/02/1976",0,0,16,-3,"9067"
"18","   -2.5 ","11/02/1976",0,0,15,-2.5,"9067"
"19","   -3 ","12/02/1976",0,0,14,-3,"9067"
"20","  -3 ","13/02/1976",0,0,11.5,-3,"9067"
"21","  -6 ","14/02/1976",0,0,12.5,-6,"9067"
"22","   -3.5 ","15/02/1976",0,0,19,-3.5,"9067"
"23","  -3.5 ","16/02/1976",0,0,19.5,-3.5,"9067"
"24","  -3.5 ","17/02/1976",0,0,18.5,-3.5,"9067"
"25","  -2 ","18/02/1976",0,0,16.5,-2,"9067"
"26","  -2 ","19/02/1976",0,0,14.5,-2,"9067"
"27","  -1.5 ","20/02/1976",0,0,13.5,-1.5,"9067"
"28","  -1 ","21/02/1976",0,0,14.5,-1,"9067"
"29","  -0.5 ","22/02/1976",0,0,16.5,-0.5,"9067"
"30","    0.5 ","23/02/1976",0,0,10,0.5,"9067"
"31","   -2.5 ","24/02/1976",0,0,10,-2.5,"9067"
"32","   -3 ","25/02/1976",0,0,12,-3,"9067"
"33","   -7 ","26/02/1976",0,0,15,-7,"9067"
"34","   -7 ","27/02/1976",0,0,13,-7,"9067"
"35","   -6 ","28/02/1976",0,0,14,-6,"9067"
"36","   -5 ","29/02/1976",0,0,12,-5,"9067"
"37","   -3 ","01/03/1976",0,0,14,-3,"9067"
"38","   -4 ","02/03/1976",0,0,13,-4,"9067"
"39","   -4 ","03/03/1976",0,0,18,-4,"9067"
"40","   -7 ","04/03/1976",0,0,13,-7,"9067"
"41","   -5 ","05/03/1976",0,0,12,-5,"9067"
"42","   -7 ","06/03/1976",0,0,14,-7,"9067"
"43","   3 ","07/03/1976",0,0,14.5,3,"9067"
"44","   -2 ","08/03/1976",0,0,12,-2,"9067"
"45","   -2 ","09/03/1976",0,0,17,-2,"9067"
"46","    2 ","10/03/1976",0,0,16,2,"9067"
"47","    2.5 ","11/03/1976",0,0,16,2.5,"9067"
"48","    3 ","12/03/1976",0,0,18,3,"9067"
"49","    4 ","13/03/1976",0,0,17,4,"9067"
"50","    2 ","14/03/1976",0,0,16,2,"9067"
"51","    3 ","15/03/1976",0,0,17,3,"9067"
"52","    3.5 ","16/03/1976",4,0,17,3.5,"9067"
"53","    3 ","17/03/1976",3.1,0,16,3,"9067"
"54","    3 ","18/03/1976",0,0,16,3,"9067"
"55","   2 ","19/03/1976",1.2,0,15.5,2,"9067"
"56","   3.5 ","20/03/1976",0,0,17.5,3.5,"9067"
"57","    2.5 ","21/03/1976",0,0,17,2.5,"9067"
"58","    4 ","22/03/1976",1.2,0,16,4,"9067"
"59","    4 ","23/03/1976",0.3,0,17,4,"9067"
"60","    3 ","24/03/1976",0,0,18,3,"9067"
"61","    2 ","25/03/1976",0,0,18,2,"9067"
"62","    3 ","26/03/1976",0,0,18,3,"9067"
"63","    3.5 ","27/03/1976",0,0,17,3.5,"9067"
"64","    3 ","28/03/1976",0,0,21,3,"9067"
"65","    6 ","29/03/1976",0,0,19,6,"9067"
"66","    4.5 ","30/03/1976",0,0,20,4.5,"9067"
"67","   5.5 ","31/03/1976",0,0,19.5,5.5,"9067"
"68","   -0.5 ","01/04/1976",0,0,10,-0.5,"9067"
"69","  -0.5 ","02/04/1976",6,0,12.5,-0.5,"9067"
"70","    0.5 ","03/04/1976",0,0,18,0.5,"9067"
"71","    0.5 ","04/04/1976",0,0,12,0.5,"9067"
"72","   -2 ","05/04/1976",0,0,15,-2,"9067"
"73","   -1 ","06/04/1976",0,0,17,-1,"9067"
"74","    2 ","07/04/1976",0,0,18,2,"9067"
"75","    0 ","08/04/1976",0,0,14,0,"9067"
"76","    0.5 ","09/04/1976",0.5,0,17,0.5,"9067"
"77","   -1 ","10/04/1976",0.1,0,15,-1,"9067"
"78","   -4 ","11/04/1976",9,0,13,-4,"9067"
"79","    6 ","12/04/1976",0.3,0,14,6,"9067"
"80","   -1.5 ","13/04/1976",0,0,14,-1.5,"9067"
"81","   -1.5 ","14/04/1976",0,0,17,-1.5,"9067"
"82","    2 ","15/04/1976",0,0,17,2,"9067"
"83","    2 ","16/04/1976",0,0,15,2,"9067"
"84","   -2 ","17/04/1976",0,0,17,-2,"9067"
"85","   2.5 ","18/04/1976",0,0,17.5,2.5,"9067"
"86","    2 ","19/04/1976",0,0,14,2,"9067"
"87","    2.5 ","20/04/1976",0,0,16,2.5,"9067"
"88","   2.5 ","21/04/1976",0,0,15.5,2.5,"9067"
"89","    1.5 ","22/04/1976",0,0,15,1.5,"9067"
"90","    2.5 ","23/04/1976",0,0,15,2.5,"9067"
"91","    2.5 ","24/04/1976",15,0,14,2.5,"9067"
"92","    2 ","25/04/1976",10,0,13,2,"9067"
"93","   -2 ","26/04/1976",1.3,0,10,-2,"9067"
"94","   -2 ","27/04/1976",0.5,0,12,-2,"9067"
"95","   -1 ","28/04/1976",0,0,13,-1,"9067"
"96","  -1 ","29/04/1976",0,0,13.5,-1,"9067"
"97","    1 ","30/04/1976",1,0,13,1,"9067"
"98","    1 ","01/05/1976",0.5,0,14,1,"9067"
"99","    0 ","02/05/1976",0,0,14,0,"9067"
