"","a[str_detect(a[, 1], pattern = pat_fecha), ]","fecha","precip","evap","TMAX","TMIN","Estacion"
"1","ULO   NULO","01/01/1949",0,0,NA,NA,"9031"
"2","ULO   NULO","02/01/1949",0,0,NA,NA,"9031"
"3","ULO   NULO","03/01/1949",0,0,NA,NA,"9031"
"4","ULO   NULO","04/01/1949",0,0,NA,NA,"9031"
"5","ULO   NULO","05/01/1949",0,0,NA,NA,"9031"
"6","ULO   NULO","06/01/1949",0,0,NA,NA,"9031"
"7","ULO   NULO","07/01/1949",0,0,NA,NA,"9031"
"8","ULO   NULO","08/01/1949",0,0,NA,NA,"9031"
"9","ULO   NULO","09/01/1949",0,0,NA,NA,"9031"
"10","ULO   NULO","10/01/1949",0,0,NA,NA,"9031"
"11","ULO   NULO","11/01/1949",0,0,NA,NA,"9031"
"12","ULO   NULO","12/01/1949",0,0,NA,NA,"9031"
"13","ULO   NULO","13/01/1949",0,0,NA,NA,"9031"
"14","ULO   NULO","14/01/1949",0,0,NA,NA,"9031"
"15","ULO   NULO","15/01/1949",0,0,NA,NA,"9031"
"16","ULO   NULO","16/01/1949",0,0,NA,NA,"9031"
"17","ULO   NULO","17/01/1949",0,0,NA,NA,"9031"
"18","ULO   NULO","18/01/1949",0,0,NA,NA,"9031"
"19","ULO   NULO","19/01/1949",0,0,NA,NA,"9031"
"20","ULO   NULO","20/01/1949",0,0,NA,NA,"9031"
"21","ULO   NULO","21/01/1949",0,0,NA,NA,"9031"
"22","ULO   NULO","22/01/1949",0,0,NA,NA,"9031"
"23","ULO   NULO","23/01/1949",0,0,NA,NA,"9031"
"24","ULO   NULO","24/01/1949",0,0,NA,NA,"9031"
"25","ULO   NULO","25/01/1949",0,0,NA,NA,"9031"
"26","ULO   NULO","26/01/1949",0,0,NA,NA,"9031"
"27","ULO   NULO","27/01/1949",0,0,NA,NA,"9031"
"28","ULO   NULO","28/01/1949",0,0,NA,NA,"9031"
"29","ULO   NULO","29/01/1949",0,0,NA,NA,"9031"
"30","ULO   NULO","30/01/1949",0,0,NA,NA,"9031"
"31","ULO   NULO","31/01/1949",0,0,NA,NA,"9031"
"32","ULO   NULO","01/04/1949",0,0,NA,NA,"9031"
"33","ULO   NULO","02/04/1949",0,0,NA,NA,"9031"
"34","ULO   NULO","03/04/1949",0,0,NA,NA,"9031"
"35","ULO   NULO","04/04/1949",0,0,NA,NA,"9031"
"36","ULO   NULO","05/04/1949",0,0,NA,NA,"9031"
"37","ULO   NULO","06/04/1949",0,0,NA,NA,"9031"
"38","ULO   NULO","07/04/1949",0,0,NA,NA,"9031"
"39","ULO   NULO","08/04/1949",0,0,NA,NA,"9031"
"40","ULO   NULO","09/04/1949",0,0,NA,NA,"9031"
"41","ULO   NULO","10/04/1949",0,0,NA,NA,"9031"
"42","ULO   NULO","11/04/1949",0,0,NA,NA,"9031"
"43","ULO   NULO","12/04/1949",0,0,NA,NA,"9031"
"44","ULO   NULO","13/04/1949",0,0,NA,NA,"9031"
"45","ULO   NULO","14/04/1949",0,0,NA,NA,"9031"
