"","a[str_detect(a[, 1], pattern = pat_fecha), ]","fecha","precip","evap","TMAX","TMIN","Estacion"
"1","    4 ","01/01/1961",0,0,28,4,"9047"
"2","   5 ","02/01/1961",0,0,21.5,5,"9047"
"3","    5 ","03/01/1961",0,0,20,5,"9047"
"4","    5 ","04/01/1961",0,0,18,5,"9047"
"5","   6 ","05/01/1961",0,0,19.5,6,"9047"
"6","    6.5 ","06/01/1961",0,0,23,6.5,"9047"
"7","    7.5 ","07/01/1961",0,0,23,7.5,"9047"
"8","    7.5 ","08/01/1961",0,0,22,7.5,"9047"
"9","    8 ","09/01/1961",0,0,18,8,"9047"
"10","    6 ","10/01/1961",0.2,0,19,6,"9047"
"11","    5 ","11/01/1961",4,0,20,5,"9047"
"12","    6 ","12/01/1961",0,0,19,6,"9047"
"13","   5 ","13/01/1961",0,0,21.5,5,"9047"
"14","    5 ","14/01/1961",0,0,19,5,"9047"
"15","   6 ","15/01/1961",0,0,19.5,6,"9047"
"16","    5.5 ","16/01/1961",0,0,18,5.5,"9047"
"17","   6 ","17/01/1961",0,0,17.5,6,"9047"
"18","    7 ","18/01/1961",0,0,20,7,"9047"
"19","    7 ","19/01/1961",0,0,21,7,"9047"
"20","    7 ","20/01/1961",2.2,0,21,7,"9047"
"21","    7.5 ","21/01/1961",0.3,0,16,7.5,"9047"
"22","   6 ","22/01/1961",0,0,21.5,6,"9047"
"23","   6.5 ","23/01/1961",0,0,21.5,6.5,"9047"
"24","    6.5 ","24/01/1961",0,0,17,6.5,"9047"
"25","    6 ","25/01/1961",0,0,23,6,"9047"
"26","   6 ","26/01/1961",0,0,23.5,6,"9047"
"27","    6 ","27/01/1961",0,0,23,6,"9047"
"28","   6 ","28/01/1961",0,0,23.5,6,"9047"
"29","    6.5 ","29/01/1961",0,0,23,6.5,"9047"
"30","   6 ","30/01/1961",0,0,23.5,6,"9047"
"31","    5 ","31/01/1961",0,0,22,5,"9047"
"32","   6 ","01/02/1961",0,0,23.5,6,"9047"
"33","    7 ","02/02/1961",0,0,21,7,"9047"
"34","    5 ","03/02/1961",0,0,20,5,"9047"
"35","    5 ","04/02/1961",0,0,22,5,"9047"
"36","    5 ","05/02/1961",0.3,0,20,5,"9047"
"37","    7 ","06/02/1961",0,0,20,7,"9047"
"38","    3.5 ","07/02/1961",0,0,23,3.5,"9047"
"39","    3 ","08/02/1961",0.6,0,23,3,"9047"
"40","    5 ","09/02/1961",0,0,23,5,"9047"
