"","a[str_detect(a[, 1], pattern = pat_fecha), ]","fecha","precip","evap","TMAX","TMIN","Estacion"
"1","   NULO","18/09/1953",1.5,0,36,NA,"9038"
"2","   11 ","19/09/1953",2,3.4,35.5,11,"9038"
"3","    9 ","20/09/1953",0,3.3,33,9,"9038"
"4","    5 ","21/09/1953",0,5.1,25,5,"9038"
"5","    6 ","22/09/1953",0,4.8,24,6,"9038"
"6","   6 ","23/09/1953",0,4.9,16.5,6,"9038"
"7","   4 ","24/09/1953",0,0.5,22.2,4,"9038"
"8","    6 ","25/09/1953",2,5,24,6,"9038"
"9","   10 ","26/09/1953",0,0.7,23.5,10,"9038"
"10","   4 ","27/09/1953",0,4.1,24.5,4,"9038"
"11","    4 ","28/09/1953",0,5.1,26,4,"9038"
"12","   4.5 ","29/09/1953",0,5.1,27.5,4.5,"9038"
"13","ULO    5 ","30/09/1953",0,5.4,NA,NA,"9038"
"14","    8 ","01/10/1953",1,1.5,15,8,"9038"
"15","    9 ","02/10/1953",8,0.6,19,9,"9038"
"16","    9.5 ","03/10/1953",23,3.2,22,9.5,"9038"
"17","    11.5 ","04/10/1953",13,1.2,22,11.5,"9038"
"18","    11 ","05/10/1953",0,2.7,22,11,"9038"
"19","    10.5 ","06/10/1953",0,1.5,22,10.5,"9038"
"20","    10.5 ","07/10/1953",0,3.8,26,10.5,"9038"
"21","    7 ","08/10/1953",0,4,26,7,"9038"
"22","    8 ","09/10/1953",0,4.8,25,8,"9038"
"23","    5.5 ","10/10/1953",0,4.4,26,5.5,"9038"
"24","    5 ","11/10/1953",0,4.3,26,5,"9038"
"25","   7 ","12/10/1953",0,4.4,27.5,7,"9038"
"26","    6 ","13/10/1953",0,6.4,28,6,"9038"
"27","    6 ","14/10/1953",0,4.8,26,6,"9038"
"28","   4.5 ","15/10/1953",0,4.5,25.5,4.5,"9038"
"29","    8 ","16/10/1953",20,2.4,20,8,"9038"
"30","    7 ","17/10/1953",0.5,1.6,20,7,"9038"
"31","    8 ","18/10/1953",0.5,3.3,25,8,"9038"
"32","    8 ","19/10/1953",0,2.5,24,8,"9038"
"33","    11 ","20/10/1953",1.3,2.3,25,11,"9038"
"34","    12 ","21/10/1953",4,1.9,25,12,"9038"
"35","    8 ","22/10/1953",0,2.8,22,8,"9038"
"36","    9.5 ","23/10/1953",0,3,25,9.5,"9038"
"37","    10 ","24/10/1953",0,2.1,24,10,"9038"
"38","    11 ","25/10/1953",0.6,2.4,23,11,"9038"
"39","    7.5 ","26/10/1953",0,1.9,23,7.5,"9038"
"40","    10 ","27/10/1953",0,3.3,24,10,"9038"
"41","    11 ","28/10/1953",0.5,1.9,23,11,"9038"
"42","   10 ","29/10/1953",0,2.8,22.5,10,"9038"
"43","    7.5 ","30/10/1953",0,2.7,25,7.5,"9038"
"44","    8.5 ","31/10/1953",5.5,2.5,24,8.5,"9038"
"45","    10 ","01/11/1953",7.5,1.6,17,10,"9038"
"46","    8 ","02/11/1953",0,1.7,24,8,"9038"
"47","    6.5 ","03/11/1953",0,3.1,24,6.5,"9038"
"48","   7 ","04/11/1953",1,2.5,22.5,7,"9038"
"49","    11 ","05/11/1953",11.5,3.2,23,11,"9038"
"50","    8 ","06/11/1953",0,3.1,22,8,"9038"
"51","   9 ","07/11/1953",0,2.1,20.5,9,"9038"
"52","   9 ","08/11/1953",7.5,0.5,20.5,9,"9038"
"53","    5.5 ","09/11/1953",0,1.4,19,5.5,"9038"
"54","  -1 ","10/11/1953",0,3.9,18.5,-1,"9038"
"55","   -3 ","11/11/1953",0,3.2,20,-3,"9038"
"56","  -2.5 ","12/11/1953",0,2.9,19.5,-2.5,"9038"
"57","    1 ","13/11/1953",0,1,18,1,"9038"
"58","   0 ","14/11/1953",0,2.2,18.5,0,"9038"
"59","    2.5 ","15/11/1953",0,3.4,22,2.5,"9038"
"60","    4 ","16/11/1953",0,3.2,22,4,"9038"
"61","    5.5 ","17/11/1953",0,3.5,23,5.5,"9038"
"62","    7 ","18/11/1953",0,2.6,18,7,"9038"
