"","Id_Estacion","Periodo","null","ENERO","FEBRERO","MARZO","ABRIL","MAYO","JUNIO","JULIO","AGOSTO","SEPTIEMBRE","OCTUBRE","NOVIEMBRE","DICIEMBRE","TOTAL","Periodo2"
"355","13125","5110",NA,"10.7","9.8","5.2","14.5","38.9","61.2","57.9","54.5","58.5","34","13.5","1.8","360.5","1951 - 2010"
"356","13125","7100",NA,"11.3","8.7","6.9","15.5","36.7","54.7","56.2","52.8","61.5","27.4","14.2","2","347.9","1971 - 2000"
"357","13125","8110",NA,"10.7","9.8","5.2","14.5","38.9","62.4","57.8","51.2","58.8","34.7","14","1.8","359.8","1981 - 2010"
"358","13127","5110",NA,"14.1","17.2","16.1","35.6","68.2","118.4","131.3","104","130.1","91","19.7","9.5","755.2","1951 - 2010"
"359","13127","7100",NA,"10.9","9","18","33.7","66.4","119.6","101","84.6","99.8","67.3","17.6","9.5","637.4","1971 - 2000"
"360","13127","8110",NA,"14.1","17.2","16.1","35.6","68.2","118.4","131.3","104","130.1","91","19.7","9.5","755.2","1981 - 2010"
"361","15001","5110",NA,"19.2","8.9","10.1","31.6","55","150.9","173.6","155.3","134.7","77.4","15.6","13.7","846","1951 - 2010"
"362","15001","7100",NA,"19.9","11.2","9","25.8","60.4","147.7","175.1","147.9","131.2","74.3","17.7","17.5","837.7","1971 - 2000"
"363","15001","8110",NA,"21.1","10.5","14.3","27.1","46.7","130","171.6","127.6","108","80.1","15.3","13.3","765.6","1981 - 2010"
"364","15002","5110",NA,"10.1","8.5","6.6","18.2","46.4","108.9","153.6","114.4","107.4","53.6","16.3","5.9","649.9","1951 - 2010"
"365","15002","7100",NA,"10.2","8.1","7.4","19.7","44.8","108.6","161","115.3","105.1","55.3","15.7","8.3","659.5","1971 - 2000"
"366","15002","8110",NA,"13.5","10.5","6.8","14.8","49.2","106.8","155.6","117.3","112.9","59.1","19.3","4.3","670.1","1981 - 2010"
"367","15003","5110",NA,"11.5","6.1","13.4","26.5","72.3","132.2","149.4","136.3","113.8","62.5","11.2","8.8","744","1951 - 2010"
"368","15003","7100",NA,"10.9","7.5","15.2","24.8","77.4","131.7","157.1","114.3","107.9","56","14.2","10.6","727.6","1971 - 2000"
"369","15004","5110",NA,"16.6","6.9","12.5","30.1","74.2","157.6","202.1","197.9","140.3","53","11.7","8.3","911.2","1951 - 2010"
"370","15004","7100",NA,"11.8","7.6","12.9","25.8","73.6","161.6","190","184.4","124.9","49.7","12.3","8.7","863.3","1971 - 2000"
"371","15005","5110",NA,"28.1","10.4","14.7","20.4","70.8","202.3","267.3","239.5","191.4","99.3","22.3","20.3",NA,"1951 - 2010"
"372","15005","7100",NA,"35.6","11.3","10.1","19.2","82.8","211.2","296.8","253.5","187.4","99","17.8","18.5",NA,"1971 - 2000"
"373","15005","8110",NA,"28.4","14.3","16.3","18.3","61.3","208","283.3","226.1","180.1","85.9","5.4","12.6",NA,"1981 - 2010"
"374","15006","5110",NA,"36.7","6.3","5.1","9.1","59.4","278","334.7","343.5","334.2","145.3","16.4","7.3",NA,"1951 - 2010"
"375","15006","7100",NA,"42","8.6","5","10.6","65.8","304.3","339.5","308.8","319.4","155.2","24.6","9.9",NA,"1971 - 2000"
"376","15007","5110",NA,"12.3","9.4","14.7","31.8","78.1","157.1","156","170.1","170.6","64","12.7","7.5","884.3","1951 - 2010"
"377","15007","7100",NA,"13.1","10.2","17.5","34.7","84.8","158.5","167.1","169.1","180.2","64.2","16.3","9.9","925.6","1971 - 2000"
"378","15007","8110",NA,"10.4","8.8","12.6","30.7","66.4","159.5","143.5","159.6","142.1","52.5","11.3","7.3","804.7","1981 - 2010"
"379","15008","5110",NA,"9.3","4.9","13.3","27.2","45.5","102.6","114.2","111.1","89","46.3","8.6","5.7","577.7","1951 - 2010"
"380","15008","7100",NA,"7.9","4.2","14.1","26.2","46.6","102.2","113.6","106.5","84","44.1","9.7","7.1","566.2","1971 - 2000"
"381","15008","8110",NA,"7.3","4.2","11.5","27.4","38.3","102.4","119.2","107.6","88.1","44.5","9","5.7","565.2","1981 - 2010"
"382","15009","5110",NA,"20.4","6","10.6","28.6","74.7","145.5","168.3","170.8","130.5","54.6","15.7","8.3","834","1951 - 2010"
"383","15010","5110",NA,"18.6","12.3","13.7","25.1","72.2","143.3","169.8","162.3","133.7","63.6","14.3","10.1","839","1951 - 2010"
"384","15010","7100",NA,"19.2","13.1","13.1","19.7","74.6","137.8","172","150.9","131.1","61.6","14.3","14","821.4","1971 - 2000"
"385","15010","8110",NA,"18.5","13.3","12.2","22","77.2","141.9","164.5","161.2","139.2","55.4","13.8","8.8","828","1981 - 2010"
"386","15011","5110",NA,"16.5","7.8","12.8","33.6","67.6","166.6","193.2","168.5","143.1","45.5","13.7","7.4","876.3","1951 - 2010"
"387","15011","7100",NA,"14.4","9.1","10.2","33.5","71.6","160.6","189.2","153.2","141.4","48.9","15.2","7.1","854.4","1971 - 2000"
"388","15012","5110",NA,"7.2","0.8","2.2","2.9","32.8","192","262","223.4","197.6","90.7","8.9","3.5",NA,"1951 - 2010"
"389","15012","7100",NA,"4.6","1.2","2.7","2.5","30.9","191.5","250","212.3","179.5","76.8","7","4.3","963.3","1971 - 2000"
"390","15013","5110",NA,"8.1","8.1","13.1","27.4","58.7","147.3","167.4","161.1","147","63.7","9.7","4","815.6","1951 - 2010"
"391","15013","7100",NA,"6.6","6.9","12.2","24.1","68.4","152.1","164.7","157.7","143.6","63.6","9.3","4.2","813.4","1971 - 2000"
"392","15013","8110",NA,"7.3","10","13.4","27.2","60.1","157.6","188.2","157.7","152.2","75.6","8.7","1.8","859.8","1981 - 2010"
"393","15014","5110",NA,"11.3","9.3","12.3","25.9","64","158","204.9","206.6","159.7","83.2","19.5","9.5","964.2","1951 - 2010"
"394","15014","7100",NA,"13","10.6","15.1","25.3","57.8","139","181.5","182.2","142.3","73.5","18.4","12.4","871.1","1971 - 2000"
"395","15014","8110",NA,"10","9.4","12.2","26.1","66.2","168.2","219.6","221.2","163.7","86.1","20.1","9",NA,"1981 - 2010"
"396","15015","5110",NA,"15.6","10","7.7","33.5","77.5","145.9","187.1","172.5","178.6","85.9","30.2","5.5","950","1951 - 2010"
"397","15016","5110",NA,"16.5","10","10.9","32.1","96.1","216.2","207.9","212.8","222.8","92.1","18","10.7",NA,"1951 - 2010"
"398","15016","7100",NA,"16.3","11.4","8.9","32","93.5","220","198","212.9","205","95","19.3","11.3",NA,"1971 - 2000"
"399","15016","8110",NA,"13.2","12.7","12.2","30.7","99.9","215.8","217.2","208","222.7","98.2","19.4","12",NA,"1981 - 2010"
"400","15017","5110",NA,"9.7","10.2","16.2","32.7","62.8","112.9","125.3","117.9","99.3","49.1","8","4.6","648.7","1951 - 2010"
"401","15017","7100",NA,"7.4","7.9","15.6","29.9","66.9","117.2","122.6","111.7","96.7","53.9","9.2","5.5","644.5","1971 - 2000"
"402","15017","8110",NA,"7.4","11.6","16.5","33.3","59.2","117.2","127.7","115.5","99.1","43.8","6.5","2.2","640","1981 - 2010"
"403","15018","5110",NA,"13.1","12.8","23","38.1","78","150.2","126.8","126.4","123.2","60.6","12.2","8.6","773","1951 - 2010"
"404","15018","7100",NA,"12.4","13.9","25.9","36.6","89.3","143.3","117.4","116.8","118.6","62.1","16","9.2","761.5","1971 - 2000"
"405","15018","8110",NA,"9.3","15.8","24.8","40.1","75.1","150.4","117.4","116.8","132.7","59.3","12.6","3.5","757.8","1981 - 2010"
"406","15019","5110",NA,"10.4","11.2","17.6","31.5","71.3","155","181.2","174.9","146.2","74.9","18.3","5.7","898.2","1951 - 2010"
"407","15019","7100",NA,"8.2","9.4","13.3","26.4","72.6","145","156.5","156.2","137","64.7","13.4","7.4","810.1","1971 - 2000"
"408","15019","8110",NA,"12","12.7","18.7","35.1","73.5","158.1","184.7","175.2","140.1","82.6","19.8","3.8","916.3","1981 - 2010"
"409","15020","5110",NA,"9.6","6.8","11","23.1","46.7","102.6","127.2","121.7","93.4","43.3","6.5","4.8","596.7","1951 - 2010"
"410","15020","7100",NA,"7.4","5.8","11.1","21.3","51.1","99.2","121.1","120.5","90.5","42.1","6.8","5","581.9","1971 - 2000"
"411","15020","8110",NA,"6.9","7.5","9.3","19.2","39.1","97.6","120","117.1","88.8","38.6","5.8","3","552.9","1981 - 2010"
"412","15022","5110",NA,"8.1","7.6","12.7","21.2","41.8","99.9","107","112.8","86.9","40.8","9.3","5","553.1","1951 - 2010"
"413","15022","7100",NA,"7.1","5.7","15.3","19.3","41.4","107.6","112.3","113.2","87.1","41.7","9.5","5.9","566.1","1971 - 2000"
"414","15022","8110",NA,"5.5","7.9","7.9","22.3","33.3","93.1","104.8","111.5","80","38.6","9.4","2.8","517.1","1981 - 2010"
"415","15023","5110",NA,"8.7","7.2","8.3","28.9","56.7","111","125.2","103.4","83.3","40","8.4","4.4","585.5","1951 - 2010"
"416","15023","7100",NA,"8.9","7.3","8.8","30.4","57.8","110.6","123.5","98.5","84.2","42.2","9.2","4.9","586.3","1971 - 2000"
"417","15024","5110",NA,"12.6","10.6","10.9","34.2","66.7","141.7","192.1","163.1","159.5","70.8","17.2","10.3","889.7","1951 - 2010"
"418","15024","7100",NA,"11.6","10.7","11.6","28.3","70.9","139","181.9","155.4","148.7","64.6","15.8","11.5","850","1971 - 2000"
"419","15024","8110",NA,"12","15.2","11.7","35.4","65.5","132.8","202.8","150.7","152.2","71.1","14.5","9","872.9","1981 - 2010"
"420","15025","5110",NA,"19.1","10.2","11","29.3","60.5","161.2","203.4","202.3","143.3","64.6","15.4","9.2","929.5","1951 - 2010"
"421","15025","7100",NA,"17.9","9","10.4","23.1","57.5","148","183.5","186.6","132.2","66.4","17.5","11","863.1","1971 - 2000"
"422","15025","8110",NA,"16.5","10.5","11","31","58.5","150.9","207.8","201.5","143","70.1","15.9","8.6","925.3","1981 - 2010"
"423","15026","5110",NA,"21.1","12.8","13.4","23.9","61","130.6","148.5","142.3","126.7","63.5","17.5","9.6","770.9","1951 - 2010"
"424","15026","7100",NA,"19.1","8.8","14.5","25.5","64","127.4","154.2","136.7","117.1","65.1","18","11.8","762.2","1971 - 2000"
"425","15026","8110",NA,"21.8","15.5","12.1","24.3","58.3","129.4","152.2","131.5","127.1","57.6","15.2","9.2","754.2","1981 - 2010"
"426","15027","5110",NA,"7.6","7.2","13.2","26.9","64.4","154.8","169.7","162.6","141.5","57.5","9.7","7.5","822.6","1951 - 2010"
"427","15027","7100",NA,"6.9","8.6","10.4","23.5","66.4","158.6","178.8","157.3","137.3","64.8","10.5","6.8","829.9","1971 - 2000"
"428","15028","5110",NA,"10.7","9.9","15.5","29.3","52.1","108.6","133","126.9","106.1","55.8","12.5","6.4","666.8","1951 - 2010"
"429","15028","7100",NA,"10.2","9.1","15.7","24.5","50","104.1","134.4","122.3","99.6","57.9","13.1","7.7","648.6","1971 - 2000"
"430","15028","8110",NA,"10.8","11.7","10.5","26.7","43.9","95.5","121.1","117.2","99.5","55.7","9.9","5.2","607.7","1981 - 2010"
"431","15029","5110",NA,"14.4","11.8","9.4","22","53.9","140.6","195.8","168","135.9","63.5","18.2","7.8","841.3","1951 - 2010"
"432","15029","7100",NA,"13.4","8.7","9.5","24.7","52.5","136.1","170.7","146","125.8","60.6","19.3","9.2","776.5","1971 - 2000"
"433","15029","8110",NA,"13.8","13.3","9.7","21.5","54.1","145.1","208.9","172.8","137.4","68","20.4","6.9","871.9","1981 - 2010"
"434","15030","5110",NA,"16.1","10.3","14.4","30.9","68.8","162.9","172","166.5","132.2","73.9","13.9","10.3","872.2","1951 - 2010"
"435","15030","7100",NA,"14.7","10.3","13.5","28.4","69.4","161.2","166.4","158.3","123.6","80.9","18.5","11.3","856.5","1971 - 2000"
"436","15030","8110",NA,"13.7","11.6","10.1","26.2","70.6","163","169","158","141.1","76.1","15.9","8.2","863.5","1981 - 2010"
"437","15031","5110",NA,"11.3","8","7.6","24","41.1","126.6","152","138.7","94.2","45.6","11.4","7.7","668.2","1951 - 2010"
"438","15031","7100",NA,"11.7","8.8","7.6","23.6","43.9","119.6","160.3","123.5","91.5","45.9","12.2","7.9","656.5","1971 - 2000"
"439","15032","5110",NA,"7.9","7.4","13.3","29.5","50.7","110.6","124.7","109.1","106.2","50","11.1","5.2","625.7","1951 - 2010"
"440","15032","7100",NA,"5.4","4.6","12.4","23.2","47.5","121.1","145.3","101.1","99.2","45.4","11.7","6.9","623.8","1971 - 2000"
"441","15032","8110",NA,"7.1","9.7","12.2","29.2","38.4","111.6","119.6","107.7","102.1","48.9","8.8","4","599.3","1981 - 2010"
"442","15033","5110",NA,"13.5","9.4","16.4","39.1","85.7","211","244.4","241.3","182.6","76.2","12.4","9.2",NA,"1951 - 2010"
"443","15033","7100",NA,"12.4","10.1","17.8","34.8","82.1","230","247.5","237.2","179.6","80.9","12.3","8.6",NA,"1971 - 2000"
"444","15034","5110",NA,"18","8.5","8.4","30","76.9","200.8","190.2","196.1","191.2","63.9","12.4","5.1",NA,"1951 - 2010"
"445","15034","7100",NA,"15.6","8.9","6.6","25.3","76","189.5","191","183.6","185.1","65.7","16.4","5","968.7","1971 - 2000"
"446","15035","5110",NA,"18.6","7.9","3.2","7.7","48.6","174.5","174.5","189.1","165.3","103.6","19.4","6","918.4","1951 - 2010"
"447","15035","7100",NA,"19","8.2","0.3","6.8","47.1","148.7","166.5","176.6","146.8","108.2","25.1","6.3","859.6","1971 - 2000"
"448","15036","5110",NA,"16.7","11.3","12.3","25.5","55.6","128.7","163.7","159.8","115.2","64.4","18.1","11.9","783.2","1951 - 2010"
"449","15036","7100",NA,"16.7","12.8","9.3","19.5","57.1","111.8","162.2","138.9","113.6","66.8","20.6","14.4","743.7","1971 - 2000"
"450","15037","5110",NA,"11.9","10.4","12.5","22","57.7","135","185.7","210","148.6","58.6","12.9","7","872.3","1951 - 2010"
"451","15037","7100",NA,"10.1","8.3","12.5","23.6","60.2","140.1","188.9","179.1","146.4","70.9","14","7.6","861.7","1971 - 2000"
"452","15037","8110",NA,"5.8","11.4","10.6","15.8","51.1","125","187.1","215.3","142.7","56.3","12.8","4.1","838","1981 - 2010"
"453","15038","5110",NA,"18.1","10.3","8.5","32.8","80","175.9","227.4","208.9","185.8","76.8","18.7","9.4",NA,"1951 - 2010"
"454","15038","7100",NA,"10.3","8.8","8.7","26.3","82","177.8","232.3","220.3","167.5","71.3","14.9","9.7",NA,"1971 - 2000"
"455","15038","8110",NA,"6.6","11.5","6","33.8","78.7","153","206.6","185.3","160.2","68.6","13.6","8.6","932.5","1981 - 2010"
"456","15039","5110",NA,"17.1","17.3","12.2","28.6","62.9","131.3","145.9","150","125.7","55.2","15.1","10.5","771.8","1951 - 2010"
"457","15039","7100",NA,"12.4","9.6","14.2","29.6","63.5","125.1","140.7","141.8","115.1","61","12.5","6.8","732.3","1971 - 2000"
"458","15039","8110",NA,"15.5","21.3","11.2","30.9","51.6","132.7","145.4","143.9","120.5","49.5","15","11.7","749.2","1981 - 2010"
"459","15040","5110",NA,"9.1","5.8","12.7","23","53.9","106.3","115.6","94.6","86","43.9","10.7","5.1","566.7","1951 - 2010"
"460","15040","7100",NA,"7.1","5.5","14.6","23.4","54.8","107.5","117.6","95.2","83.1","43","13.7","5.4","570.9","1971 - 2000"
"461","15041","5110",NA,"9.3","8.7","12.1","21","46.8","100.5","118.7","115.8","103.8","46.7","11.6","4.2","599.2","1951 - 2010"
"462","15041","7100",NA,"8.3","6.4","13.9","20.5","52.3","104.6","115.7","107.1","94","47.1","14","3.7","587.6","1971 - 2000"
"463","15041","8110",NA,"8.1","9.3","8.4","21.3","42.6","97.2","114","116.6","96.3","49.2","13","2.7","578.7","1981 - 2010"
"464","15042","5110",NA,"9","8.3","16.3","30","49.1","107.5","110","94.9","96.1","49.9","10.8","6.4","588.3","1951 - 2010"
"465","15042","7100",NA,"8.1","9.3","15.3","26.2","49.1","103.3","112","94.7","98.6","47.7","11.6","7.3","583.2","1971 - 2000"
"466","15042","8110",NA,"8","12.5","11.3","27.1","48.8","110.9","102.9","81.5","81.7","43.6","6.4","5.9","540.6","1981 - 2010"
"467","15044","5110",NA,"8.9","6.5","14.6","28","45.7","102.2","109.6","115.7","99.4","39.8","11.7","7.4","589.5","1951 - 2010"
"468","15044","7100",NA,"7.5","5.5","17.9","26.2","44.1","107.6","109.3","107","102","33.4","13","8.5","582","1971 - 2000"
"469","15044","8110",NA,"7.2","7.1","14.2","28.6","37.7","101.1","104.6","106.7","99.5","35.8","10.9","6.5","559.9","1981 - 2010"
"470","15045","5110",NA,"16.9","13.3","15.7","38.8","89.3","233.1","276.4","282.1","225.2","90.6","19.3","9.4",NA,"1951 - 2010"
"471","15045","7100",NA,"16.2","9.7","17.3","37.6","90.8","242.2","256.9","246.8","205.9","86.6","20.8","11.2",NA,"1971 - 2000"
"472","15045","8110",NA,"13.2","15","16.1","39.4","85.7","230.3","283.7","281.4","222.7","94.1","17.2","8.4",NA,"1981 - 2010"
"473","15046","5110",NA,"19.1","10.8","6.1","8.4","54.9","190.3","195.5","198.6","187.3","103.1","20.8","7",NA,"1951 - 2010"
"474","15046","7100",NA,"19.7","3.6","5.8","6.6","52.4","181.8","201.3","203.2","171.1","90.2","19.8","8.3","963.8","1971 - 2000"
"475","15046","8110",NA,"16.5","20.7","8.5","2.9","47.5","165.4","193.2","197.3","183.6","90.4","17.1","6.2","949.3","1981 - 2010"
"476","15047","5110",NA,"8.8","9.3","10.5","23.4","63.4","141.8","156.3","160.1","147.8","67.9","11.1","5.1","805.5","1951 - 2010"
"477","15047","7100",NA,"8.3","8.1","9.3","23.4","68.9","141.4","150.3","158.1","133.8","64.5","10.2","6.7","783","1971 - 2000"
"478","15047","8110",NA,"9.6","10.6","10.6","25","65.3","145","164.4","157.4","151.4","72.2","12.5","5.3","829.3","1981 - 2010"
"479","15048","5110",NA,"4.5","1.6","2","5.5","35.7","204.7","194","198.5","204.3","86.1","17.4","0.6","954.9","1951 - 2010"
"480","15049","5110",NA,"14.1","6.2","12.6","28.2","78.6","178.7","202.3","197.4","149","59.6","19.4","7.3","953.4","1951 - 2010"
"481","15049","7100",NA,"14.9","7.6","12.2","28.5","75.1","185.2","209.8","208.6","140.9","62.2","18.6","9.1","972.7","1971 - 2000"
"482","15049","8110",NA,"13.3","7.4","14.9","30","84.6","213.9","239.6","227.6","170.7","66.7","18.3","8.3",NA,"1981 - 2010"
"483","15050","5110",NA,"9.1","9.4","11.3","25.9","46.1","91.8","114.5","104.6","86.6","40.2","7.1","3.4","550","1951 - 2010"
"484","15050","7100",NA,"8.2","5.6","10.3","22.3","47","99.9","105.4","91","75.2","43.7","6","4.6","519.2","1971 - 2000"
"485","15050","8110",NA,"8.4","12.7","13.2","25.2","41.5","90.7","98.7","97.2","79.7","34.7","6.6","1.3","509.9","1981 - 2010"
"486","15051","5110",NA,"19.8","9","13.5","25.3","77.5","159.9","180.6","165.1","144.1","76.4","17.3","10.5","899","1951 - 2010"
"487","15051","7100",NA,"21.9","11.3","11.4","22.6","77","156.8","183.9","154.9","136.4","78.7","16.5","10.4","881.8","1971 - 2000"
"488","15051","8110",NA,"19.1","7.5","12.6","22.8","75.6","161.5","185","162.5","145.5","78.4","18.4","9","897.9","1981 - 2010"
"489","15052","5110",NA,"14.2","2.2","2.2","6.1","51.1","238.9","235.3","247.4","231.9","119.9","17.2","5.6",NA,"1951 - 2010"
"490","15052","7100",NA,"14.5","2","1.1","6.6","54.9","224.6","234.2","238.7","210.4","115.1","20.7","6.2",NA,"1971 - 2000"
"491","15053","5110",NA,"7","8.2","14.4","33.8","71.3","182.1","244.9","234.7","197.8","74.1","13.3","10.6",NA,"1951 - 2010"
"492","15053","7100",NA,"7.9","8.8","14.4","29.3","69.6","188.1","260.6","240","196.1","81","13.3","8.1",NA,"1971 - 2000"
"493","15054","5110",NA,"14.3","11.3","9.6","18.2","78.2","236.6","240.2","221.5","222.1","55.4","14.5","2.8",NA,"1951 - 2010"
"494","15054","7100",NA,"19.5","13.4","8.3","14.6","73.5","241.9","234.7","220.9","204.5","42.5","10.4","3.1",NA,"1971 - 2000"
"495","15055","5110",NA,"11.4","11.2","16.6","34","56.5","99.6","103.6","97.1","87.9","52.8","15.5","7.1","593.3","1951 - 2010"
"496","15055","7100",NA,"11.3","9","16.6","33.3","60.6","102","109.8","92.9","78.5","55.4","19","7.9","596.3","1971 - 2000"
"497","15055","8110",NA,"9.2","11.3","14.3","31.8","55.1","93.6","97.6","84.3","84.1","54.1","12.8","4","552.2","1981 - 2010"
"498","15056","5110",NA,"13.2","5.5","12.3","21.1","62.8","131.6","162.3","160.6","128.7","50","14.5","8.2","770.8","1951 - 2010"
"499","15056","7100",NA,"13.7","5.9","12.4","21.5","65","130.9","159.6","156","124.8","49.2","14.8","9","762.8","1971 - 2000"
"500","15056","8110",NA,"11.3","6.4","12.6","17.4","60.6","131.6","156.3","147","123.7","48.4","12.7","8.6","736.6","1981 - 2010"
"501","15057","5110",NA,"17.4","18.7","19.1","39.3","77","185.8","219.9","209.5","186.6","78.4","22.1","16.3",NA,"1951 - 2010"
"502","15057","7100",NA,"17.8","16.5","18.6","36.3","81.7","188.7","223.6","204.1","177.4","79.6","23.7","19.8",NA,"1971 - 2000"
"503","15057","8110",NA,"17","21.2","18.3","34.2","75.8","182.7","234.4","208.9","188.5","84.4","22.6","19",NA,"1981 - 2010"
"504","15058","5110",NA,"7","8.6","9.6","22.1","65.4","153.8","192.4","193.4","152.8","69.6","8","6.3","889","1951 - 2010"
"505","15058","7100",NA,"7","7.8","10.1","24.6","72","155.2","205.2","197.6","145","72.8","8.5","8.5","914.3","1971 - 2000"
"506","15058","8110",NA,"7","10","9.2","22.9","65.5","154.8","189.8","196.3","156.7","71.2","8.5","4.7","896.6","1981 - 2010"
"507","15059","5110",NA,"8.4","8.4","13","25.3","57.3","151.9","178.2","167.5","145.8","65.9","9.8","5.8","837.3","1951 - 2010"
"508","15059","7100",NA,"7.3","7.9","11.5","26.5","61.4","151.4","185.8","165.3","141.9","72","8.6","7.3","846.9","1971 - 2000"
"509","15059","8110",NA,"7.1","10.1","12.4","25.3","58.8","160.2","180.4","162.2","147","73.5","11.9","4.7","853.6","1981 - 2010"
"510","15060","5110",NA,"18.1","6.2","8.4","11.9","41","176.8","175","172.5","181.3","94.1","16.7","10.8","912.8","1951 - 2010"
"511","15060","7100",NA,"20.1","7.1","8.5","13","48.9","173.3","180.9","179.9","168.1","85","16","8.7","909.5","1971 - 2000"
"512","15061","5110",NA,"7.9","9.7","11","32.8","58.9","135.9","171.4","150.7","125.3","74","16.3","5.5","799.4","1951 - 2010"
"513","15061","7100",NA,"7.4","6","10.5","27.5","55.5","123.3","143.7","127.7","109.7","69.1","12.5","7","699.9","1971 - 2000"
"514","15061","8110",NA,"7.7","11.2","11.9","35.6","57.2","149.6","192.9","166.1","138.2","88.7","21.4","4.1","884.6","1981 - 2010"
"515","15062","5110",NA,"15.3","13.2","12.4","56.4","116.4","204.6","243.5","228.1","208.4","87.8","26.3","14.7",NA,"1951 - 2010"
"516","15062","7100",NA,"12.3","15.1","15.2","51","116.3","198.4","241","228.2","199.4","88.8","25.9","16.2",NA,"1971 - 2000"
"517","15062","8110",NA,"13.6","10.1","7.5","54.6","125.6","205.5","235.4","229.4","209.2","92.1","23.9","9",NA,"1981 - 2010"
"518","15063","5110",NA,"17.2","10.8","14.8","28.6","72.7","151","173.3","152.7","126.7","66.1","18.4","10.5","842.8","1951 - 2010"
"519","15063","7100",NA,"15.5","10.9","14.2","23.7","71.8","154.8","167.4","139.4","123.7","64.3","21.8","13.2","820.7","1971 - 2000"
"520","15063","8110",NA,"14.8","13","12","27.7","75","157.8","170.3","146.4","114.7","60.8","18.3","9.1","819.9","1981 - 2010"
"521","15064","5110",NA,"12.5","10.8","12.9","31","62.8","124.3","146.1","120.4","117.1","58.7","15.2","8.3","720.1","1951 - 2010"
"522","15064","7100",NA,"11.8","11","12.9","29.7","69.2","119.5","144.1","110.1","117.4","53.5","16.9","9.9","706","1971 - 2000"
"523","15064","8110",NA,"11","14.4","9.4","28.5","62.8","113.5","140","114.5","119.2","60.1","16.1","7.3","696.8","1981 - 2010"
"524","15065","5110",NA,"7.5","10.4","20.4","37.6","49.2","83.9","91.5","88.7","71.8","40.6","13.1","6.9","521.6","1951 - 2010"
"525","15065","7100",NA,"7.1","11.8","18.4","36.4","53.6","78.8","97","82.9","71.4","41.8","13.9","6.9","520","1971 - 2000"
"526","15065","8110",NA,"6.5","11","16.7","36.8","47.9","77.2","94.8","83","76","43.6","15.7","6","515.2","1981 - 2010"
"527","15066","5110",NA,"20.3","7.7","8.4","20.3","57.7","141.8","181.4","177.1","136","63.5","15.5","10.6","840.3","1951 - 2010"
"528","15066","7100",NA,"21","9.2","8.7","17.7","62.5","157.3","199.6","189.4","141.6","68.4","16","12.2","903.6","1971 - 2000"
"529","15066","8110",NA,"16.2","8.5","7.4","16.5","54","135.4","169.5","154.7","119.2","49.6","13.3","7.9","752.2","1981 - 2010"
"530","15067","5110",NA,"14","3.5","4.5","12.6","29.3","238.3","308.3","312.5","293.3","100.2","15.9","5.1",NA,"1951 - 2010"
"531","15067","7100",NA,"12.9","3.9","1.7","15.8","24","225.2","276.7","313.3","285.1","84.3","12.7","6.1",NA,"1971 - 2000"
"532","15068","5110",NA,"17.4","7.3","7","13.4","75.7","266.6","257.2","244.4","273.2","126.4","35.5","10",NA,"1951 - 2010"
"533","15068","7100",NA,"17.5","8.3","5.9","13.7","77.7","270.8","263","249","275.1","129.2","40.6","11.2",NA,"1971 - 2000"
"534","15069","5110",NA,"14.4","8.5","11.1","28.1","56.8","123.5","152.2","124.8","104.4","57.8","14.9","9.5","706","1951 - 2010"
"535","15069","7100",NA,"14.6","8.7","11.9","27.2","61.9","115.1","150.2","113.6","101.6","54.7","17.2","10.6","687.3","1971 - 2000"
"536","15069","8110",NA,"13","8.7","8.9","30.3","57.9","117.1","151.2","117","102.3","60.8","15.5","6.1","688.8","1981 - 2010"
"537","15070","5110",NA,"17.2","13.9","6.3","18.3","56","153.3","221.1","181.2","151.2","71.8","16.8","11.7","918.8","1951 - 2010"
"538","15070","7100",NA,"16.7","9.8","6.2","19.4","59.4","161","220.7","184.4","162.6","80","17.9","15.1","953.2","1971 - 2000"
"539","15070","8110",NA,"15.1","15.5","6.2","17.8","53.8","144.3","230.3","170.7","148","73.1","17.2","11.1","903.1","1981 - 2010"
"540","15071","5110",NA,"15.3","13","11.3","27.8","63.9","146.6","183.1","170.9","129.8","57.2","15.9","10.6","845.4","1951 - 2010"
"541","15071","7100",NA,"14.1","10","11","24.8","65.1","136.4","172.9","153.7","124.6","57.9","17.2","11.1","798.8","1971 - 2000"
"542","15071","8110",NA,"14.4","14.9","10.1","28.9","67.1","146.9","197.8","164.7","126.5","56.2","15.3","9.3","852.1","1981 - 2010"
"543","15072","5110",NA,"20.8","10.9","8.7","23.8","59.9","152.8","164.8","165.2","128.1","75.3","19.7","13.1","843.1","1951 - 2010"
"544","15072","7100",NA,"25.2","14.4","8.4","24.7","63.7","142.4","173.3","146.6","126.3","79.4","20.1","12.8","837.3","1971 - 2000"
"545","15073","5110",NA,"7.1","8","11.2","24.7","55.5","125.4","143.3","140.6","121.7","57.7","9.8","5.4","710.4","1951 - 2010"
"546","15073","7100",NA,"6","7.4","10.3","22.6","57","129.4","147.2","142.2","118.8","62.3","9.6","6.2","719","1971 - 2000"
"547","15073","8110",NA,"6","9.6","8.6","23.3","50.9","121.7","148.2","144.3","120.1","58","9.5","4.1","704.3","1981 - 2010"
"548","15074","5110",NA,"14.4","8.3","10.5","25.7","59.4","126.1","142.8","130.1","111.5","61.2","10","5.4","705.4","1951 - 2010"
