"","a[str_detect(a[, 1], pattern = pat_fecha), ]","fecha","precip","evap","TMAX","TMIN","Estacion"
"1","ULO   NULO","10/08/1969",0,0,NA,NA,"9010"
"2","ULO   NULO","11/08/1969",0,0,NA,NA,"9010"
"3","ULO   NULO","12/08/1969",0.5,0,NA,NA,"9010"
"4","ULO   NULO","13/08/1969",23.4,0,NA,NA,"9010"
"5","ULO   NULO","14/08/1969",9,0,NA,NA,"9010"
"6","ULO   NULO","15/08/1969",31.5,0,NA,NA,"9010"
"7","ULO   NULO","16/08/1969",9.9,0,NA,NA,"9010"
"8","ULO   NULO","17/08/1969",0.4,0,NA,NA,"9010"
"9","ULO   NULO","18/08/1969",0,0,NA,NA,"9010"
"10","ULO   NULO","19/08/1969",21.6,0,NA,NA,"9010"
"11","ULO   NULO","20/08/1969",8.7,0,NA,NA,"9010"
"12","ULO   NULO","21/08/1969",21.7,0,NA,NA,"9010"
"13","ULO   NULO","22/08/1969",38.2,0,NA,NA,"9010"
"14","ULO   NULO","23/08/1969",4.2,0,NA,NA,"9010"
"15","ULO   NULO","24/08/1969",0.6,0,NA,NA,"9010"
"16","ULO   NULO","25/08/1969",0.4,0,NA,NA,"9010"
"17","ULO   NULO","26/08/1969",9.3,0,NA,NA,"9010"
"18","ULO   NULO","27/08/1969",40.9,0,NA,NA,"9010"
"19","ULO   NULO","28/08/1969",4.4,0,NA,NA,"9010"
"20","ULO   NULO","29/08/1969",17.2,0,NA,NA,"9010"
"21","ULO   NULO","30/08/1969",2.7,0,NA,NA,"9010"
"22","ULO   NULO","31/08/1969",10.4,0,NA,NA,"9010"
"23","ULO   NULO","01/09/1969",46.8,0,NA,NA,"9010"
"24","ULO   NULO","02/09/1969",31.1,0,NA,NA,"9010"
"25","ULO   NULO","03/09/1969",2.8,0,NA,NA,"9010"
"26","ULO   NULO","04/09/1969",0.7,0,NA,NA,"9010"
"27","ULO   NULO","05/09/1969",0,0,NA,NA,"9010"
"28","ULO   NULO","06/09/1969",0.5,0,NA,NA,"9010"
"29","ULO   NULO","07/09/1969",15,0,NA,NA,"9010"
"30","ULO   NULO","08/09/1969",2.2,0,NA,NA,"9010"
"31","ULO   NULO","09/09/1969",0,0,NA,NA,"9010"
"32","ULO   NULO","10/09/1969",0,0,NA,NA,"9010"
"33","ULO   NULO","11/09/1969",0.1,0,NA,NA,"9010"
"34","ULO   NULO","12/09/1969",6.1,0,NA,NA,"9010"
"35","ULO   NULO","13/09/1969",0,0,NA,NA,"9010"
"36","ULO   NULO","14/09/1969",5.3,0,NA,NA,"9010"
"37","ULO   NULO","15/09/1969",0,0,NA,NA,"9010"
"38","ULO   NULO","16/09/1969",0,0,NA,NA,"9010"
"39","ULO   NULO","17/09/1969",0,0,NA,NA,"9010"
"40","ULO   NULO","18/09/1969",0,0,NA,NA,"9010"
"41","ULO   NULO","19/09/1969",6.1,0,NA,NA,"9010"
"42","ULO   NULO","20/09/1969",0,0,NA,NA,"9010"
"43","ULO   NULO","21/09/1969",0.6,0,NA,NA,"9010"
"44","ULO   NULO","22/09/1969",20.9,0,NA,NA,"9010"
"45","ULO   NULO","23/09/1969",12.1,0,NA,NA,"9010"
"46","ULO   NULO","24/09/1969",0,0,NA,NA,"9010"
"47","ULO   NULO","25/09/1969",0.1,0,NA,NA,"9010"
"48","ULO   NULO","26/09/1969",0,0,NA,NA,"9010"
"49","ULO   NULO","27/09/1969",0,0,NA,NA,"9010"
"50","ULO   NULO","28/09/1969",0,0,NA,NA,"9010"
"51","ULO   NULO","29/09/1969",0.1,0,NA,NA,"9010"
"52","ULO   NULO","30/09/1969",0,0,NA,NA,"9010"
"53","ULO   NULO","01/10/1969",0,0,NA,NA,"9010"
"54","ULO   NULO","02/10/1969",0,0,NA,NA,"9010"
