"","a[str_detect(a[, 1], pattern = pat_fecha), ]","fecha","precip","evap","TMAX","TMIN","Estacion"
"1","    3 ","01/01/1969",0.2,2.7,10,3,"15045"
"2","    2 ","02/01/1969",0,1.5,12,2,"15045"
"3","    2 ","03/01/1969",0,2.8,13,2,"15045"
"4","    3 ","04/01/1969",10.2,3,11,3,"15045"
"5","LO   NULO   NULO","05/01/1969",0,NA,NA,NA,"15045"
"6","ULO   NULO","06/01/1969",0,0,NA,NA,"15045"
"7","    0.2 ","07/01/1969",0,2.2,12,0.2,"15045"
"8","    1 ","08/01/1969",0,4.2,16,1,"15045"
"9","    2 ","09/01/1969",0,3.2,12,2,"15045"
"10","    2 ","10/01/1969",0,3.5,16,2,"15045"
"11","    2 ","11/01/1969",0,3.4,0,2,"15045"
"12","    2 ","12/01/1969",0,2.8,17,2,"15045"
"13","    2 ","13/01/1969",0,2.9,16,2,"15045"
"14","    2 ","14/01/1969",0,2.2,15,2,"15045"
"15","    2 ","15/01/1969",2,3.2,16,2,"15045"
"16","    1 ","16/01/1969",0.6,3,14,1,"15045"
"17","    2 ","17/01/1969",0,3.9,13,2,"15045"
"18","    3 ","18/01/1969",0.1,2.2,14,3,"15045"
"19","    1 ","19/01/1969",0,2.9,13,1,"15045"
"20","    2 ","20/01/1969",0,2.8,16,2,"15045"
"21","    0 ","21/01/1969",0,2,15,0,"15045"
"22","    0.1 ","22/01/1969",0,3.1,16,0.1,"15045"
"23","    0.1 ","23/01/1969",0,2.8,17,0.1,"15045"
"24","    1 ","24/01/1969",0,4.9,17,1,"15045"
"25","    1 ","25/01/1969",0,3,15,1,"15045"
"26","    2 ","26/01/1969",0,3.4,16,2,"15045"
"27","    1 ","27/01/1969",0,2.7,17,1,"15045"
"28","    2 ","28/01/1969",0,1.5,16,2,"15045"
"29","    2 ","29/01/1969",0,4.3,14,2,"15045"
"30","    4 ","30/01/1969",0,3.7,16,4,"15045"
"31","    2 ","31/01/1969",0,4.2,13,2,"15045"
"32","    1 ","01/02/1969",0,4.4,18,1,"15045"
"33","    1 ","02/02/1969",0,3.1,13,1,"15045"
"34","    4 ","03/02/1969",0,3.2,13,4,"15045"
"35","    0 ","04/02/1969",0,3,17,0,"15045"
"36","    3 ","05/02/1969",0,3.8,17,3,"15045"
"37","    2 ","06/02/1969",0,2.4,16,2,"15045"
"38","    4 ","07/02/1969",0,4,17,4,"15045"
"39","    1 ","08/02/1969",0,2.9,17,1,"15045"
"40","    2 ","09/02/1969",0,3,18,2,"15045"
"41","    3 ","10/02/1969",0,0,13,3,"15045"
"42","    5 ","11/02/1969",0,0,17,5,"15045"
"43","    4 ","12/02/1969",0,0,16,4,"15045"
"44","    5 ","13/02/1969",0,0,12,5,"15045"
"45","    3 ","14/02/1969",0,0,14,3,"15045"
"46","    2 ","15/02/1969",0,0,17,2,"15045"
"47","    1 ","16/02/1969",0,0,14,1,"15045"
"48","    1 ","17/02/1969",0,0,18,1,"15045"
"49","    1 ","18/02/1969",0,0,13,1,"15045"
"50","    3 ","19/02/1969",0,0,16,3,"15045"
"51","    2 ","20/02/1969",0,0,15,2,"15045"
"52","    3 ","21/02/1969",0,0,16,3,"15045"
