"","a[str_detect(a[, 1], pattern = pat_fecha), ]","fecha","precip","evap","TMAX","TMIN","Estacion"
"1","ULO   NULO","01/01/1952",0,0,NA,NA,"9020"
"2","ULO   NULO","02/01/1952",0,0,NA,NA,"9020"
"3","ULO   NULO","03/01/1952",0,0,NA,NA,"9020"
"4","ULO   NULO","04/01/1952",0,0,NA,NA,"9020"
"5","ULO   NULO","05/01/1952",0,0,NA,NA,"9020"
"6","ULO   NULO","06/01/1952",0,0,NA,NA,"9020"
"7","ULO   NULO","07/01/1952",0,0,NA,NA,"9020"
"8","ULO   NULO","08/01/1952",0,0,NA,NA,"9020"
"9","ULO   NULO","09/01/1952",0,0,NA,NA,"9020"
"10","ULO   NULO","10/01/1952",0,0,NA,NA,"9020"
"11","ULO   NULO","11/01/1952",0,0,NA,NA,"9020"
"12","ULO   NULO","12/01/1952",0,0,NA,NA,"9020"
"13","ULO   NULO","13/01/1952",0,0,NA,NA,"9020"
"14","ULO   NULO","14/01/1952",0,0,NA,NA,"9020"
"15","ULO   NULO","15/01/1952",0,0,NA,NA,"9020"
"16","ULO   NULO","16/01/1952",0,0,NA,NA,"9020"
"17","ULO   NULO","17/01/1952",0,0,NA,NA,"9020"
"18","ULO   NULO","18/01/1952",0,0,NA,NA,"9020"
"19","ULO   NULO","19/01/1952",0,0,NA,NA,"9020"
"20","ULO   NULO","20/01/1952",0,0,NA,NA,"9020"
"21","ULO   NULO","21/01/1952",0,0,NA,NA,"9020"
"22","ULO   NULO","22/01/1952",0,0,NA,NA,"9020"
"23","ULO   NULO","23/01/1952",0,0,NA,NA,"9020"
"24","ULO   NULO","24/01/1952",0,0,NA,NA,"9020"
"25","ULO   NULO","25/01/1952",0,0,NA,NA,"9020"
"26","ULO   NULO","26/01/1952",0,0,NA,NA,"9020"
"27","ULO   NULO","27/01/1952",0,0,NA,NA,"9020"
"28","ULO   NULO","28/01/1952",0,0,NA,NA,"9020"
"29","ULO   NULO","29/01/1952",0,0,NA,NA,"9020"
"30","ULO   NULO","30/01/1952",0,0,NA,NA,"9020"
"31","ULO   NULO","31/01/1952",3,0,NA,NA,"9020"
"32","ULO   NULO","01/02/1952",2,0,NA,NA,"9020"
"33","ULO   NULO","02/02/1952",0,0,NA,NA,"9020"
"34","ULO   NULO","03/02/1952",0,0,NA,NA,"9020"
"35","ULO   NULO","04/02/1952",0,0,NA,NA,"9020"
"36","ULO   NULO","05/02/1952",0,0,NA,NA,"9020"
"37","ULO   NULO","06/02/1952",0,0,NA,NA,"9020"
"38","ULO   NULO","07/02/1952",0,0,NA,NA,"9020"
"39","ULO   NULO","08/02/1952",0,0,NA,NA,"9020"
"40","ULO   NULO","09/02/1952",0,0,NA,NA,"9020"
"41","ULO   NULO","10/02/1952",0,0,NA,NA,"9020"
"42","ULO   NULO","11/02/1952",0,0,NA,NA,"9020"
"43","ULO   NULO","12/02/1952",0,0,NA,NA,"9020"
"44","ULO   NULO","13/02/1952",0,0,NA,NA,"9020"
"45","ULO   NULO","14/02/1952",0,0,NA,NA,"9020"
"46","ULO   NULO","15/02/1952",0,0,NA,NA,"9020"
"47","ULO   NULO","16/02/1952",0,0,NA,NA,"9020"
