"","a[str_detect(a[, 1], pattern = pat_fecha), ]","fecha","precip","evap","TMAX","TMIN","Estacion"
"1","   3 ","01/01/1961",0,2.5,17.5,3,"9019"
"2","    1 ","02/01/1961",0,1.8,18,1,"9019"
"3","    1 ","03/01/1961",0,1.3,16,1,"9019"
"4","   1 ","04/01/1961",0,1.7,12.5,1,"9019"
"5","    2 ","05/01/1961",0,1.1,15,2,"9019"
"6","    2.5 ","06/01/1961",0,1.3,16,2.5,"9019"
"7","   2.5 ","07/01/1961",0,1.2,18.5,2.5,"9019"
"8","   2.5 ","08/01/1961",0,0.7,14.5,2.5,"9019"
"9","    3.5 ","09/01/1961",0,1.7,14,3.5,"9019"
"10","   2.5 ","10/01/1961",3.5,0.5,13.5,2.5,"9019"
"11","    1.5 ","11/01/1961",0,0.8,14,1.5,"9019"
"12","   1.5 ","12/01/1961",2.5,1.6,11.5,1.5,"9019"
"13","    1 ","13/01/1961",0,2.1,16,1,"9019"
"14","   1 ","14/01/1961",0,1,14.5,1,"9019"
"15","    0 ","15/01/1961",0,1.6,15,0,"9019"
"16","   0 ","16/01/1961",0,0.3,13.5,0,"9019"
"17","    1 ","17/01/1961",0,0.9,13,1,"9019"
"18","   2 ","18/01/1961",0,0.6,15.5,2,"9019"
"19","    2 ","19/01/1961",0,1.7,15,2,"9019"
"20","   2.5 ","20/01/1961",2.2,2.2,15.5,2.5,"9019"
"21","   4.5 ","21/01/1961",2.5,1,11.5,4.5,"9019"
"22","   2 ","22/01/1961",0,2.8,15.5,2,"9019"
"23","    1.5 ","23/01/1961",0.2,1,15,1.5,"9019"
"24","    1 ","24/01/1961",1,0.6,13,1,"9019"
"25","    2 ","25/01/1961",0,2.3,18,2,"9019"
"26","    2.5 ","26/01/1961",0,1.5,19,2.5,"9019"
"27","    2 ","27/01/1961",0,3.5,19,2,"9019"
"28","   1.5 ","28/01/1961",0,1.5,18.5,1.5,"9019"
"29","    1 ","29/01/1961",0,2.9,19,1,"9019"
"30","    1 ","30/01/1961",0,1.9,16,1,"9019"
"31","    2 ","31/01/1961",0,1.1,18,2,"9019"
"32","    2.5 ","01/02/1961",0,2.4,18,2.5,"9019"
"33","   0.3 ","02/02/1961",0,2.9,17.5,0.3,"9019"
