"","a[str_detect(a[, 1], pattern = pat_fecha), ]","fecha","precip","evap","TMAX","TMIN","Estacion"
"1","  NULO","08/06/1955",0,0,23.5,NA,"9050"
"2","  0.0","09/06/1955",0,4.7,25.5,0,"9050"
"3","    9.5 ","10/06/1955",0,6.7,29,9.5,"9050"
"4","    12 ","11/06/1955",4.5,4.5,27,12,"9050"
"5","    12.5 ","12/06/1955",0.5,3.6,25,12.5,"9050"
"6","    11 ","13/06/1955",14.5,5.9,22,11,"9050"
"7","    10 ","14/06/1955",0,4.8,21,10,"9050"
"8","    11 ","15/06/1955",2.5,4.9,29,11,"9050"
"9","    11 ","16/06/1955",0,6.3,29,11,"9050"
"10","   10.5 ","17/06/1955",0,7.5,28.5,10.5,"9050"
"11","    12.5 ","18/06/1955",0,7.7,28,12.5,"9050"
"12","   11 ","19/06/1955",0,7.7,27.5,11,"9050"
"13","    12 ","20/06/1955",0,7,28,12,"9050"
"14","    11 ","21/06/1955",0,7.4,26,11,"9050"
"15","   11 ","22/06/1955",0,6.7,26.5,11,"9050"
"16","    9 ","23/06/1955",9.8,4,25,9,"9050"
"17","    12 ","24/06/1955",0,3.9,25,12,"9050"
"18","    14 ","25/06/1955",1.5,4.2,27,14,"9050"
"19","    11 ","26/06/1955",0,4.3,27,11,"9050"
"20","   10.5 ","27/06/1955",0,5.3,27.5,10.5,"9050"
"21","    12 ","28/06/1955",0.5,4,27,12,"9050"
"22","   11 ","29/06/1955",6,5.5,26.5,11,"9050"
"23","    12.5 ","30/06/1955",14,5.1,25,12.5,"9050"
"24","   10.5 ","01/07/1955",7,4.4,25.5,10.5,"9050"
"25","    10 ","02/07/1955",3,3.7,25,10,"9050"
"26","   13 ","03/07/1955",0,6.8,25.5,13,"9050"
"27","    13 ","04/07/1955",0,4.9,23,13,"9050"
"28","   12 ","05/07/1955",0,2.3,18.5,12,"9050"
"29","   12 ","06/07/1955",17.2,2.5,17.5,12,"9050"
"30","   11.5 ","07/07/1955",3.5,1.2,17.5,11.5,"9050"
"31","    11.5 ","08/07/1955",1.5,1.9,20,11.5,"9050"
"32","    12 ","09/07/1955",7,2.7,23,12,"9050"
"33","    13 ","10/07/1955",20.5,2.3,21,13,"9050"
"34","   13 ","11/07/1955",24.5,6.4,23.5,13,"9050"
"35","    10 ","12/07/1955",0.5,1.9,18,10,"9050"
"36","   9 ","13/07/1955",0,3.7,21.5,9,"9050"
"37","    12 ","14/07/1955",9.5,2.9,21,12,"9050"
"38","   10 ","15/07/1955",10.5,4.5,23.5,10,"9050"
"39","    12 ","16/07/1955",5.8,1.9,21,12,"9050"
"40","    13 ","17/07/1955",10,4.5,23,13,"9050"
"41","    12 ","18/07/1955",10.5,3.8,23,12,"9050"
"42","   12.5 ","19/07/1955",7.5,3.5,20.5,12.5,"9050"
"43","   12 ","20/07/1955",10.5,2.1,18.5,12,"9050"
"44","   12 ","21/07/1955",14,2.2,16.5,12,"9050"
"45","   11.5 ","22/07/1955",20,4.4,19.5,11.5,"9050"
"46","   11.5 ","23/07/1955",9,2,18.5,11.5,"9050"
"47","   12 ","24/07/1955",0,2.6,20.5,12,"9050"
"48","   11 ","25/07/1955",0.5,2,21.5,11,"9050"
"49","    12 ","26/07/1955",4.5,3.6,23,12,"9050"
"50","    12.5 ","27/07/1955",17,6.4,24,12.5,"9050"
"51","    11 ","28/07/1955",9.5,5,23,11,"9050"
"52","    9.5 ","29/07/1955",1,3.5,24,9.5,"9050"
"53","    10.5 ","30/07/1955",0,2.6,24,10.5,"9050"
"54","    10 ","31/07/1955",34,7.6,22,10,"9050"
"55","   12 ","01/08/1955",25,4.7,22.5,12,"9050"
"56","    14 ","02/08/1955",13.5,3.5,19,14,"9050"
"57","   12.5 ","03/08/1955",5.5,2.8,21.5,12.5,"9050"
"58","    12.5 ","04/08/1955",0,2.5,20,12.5,"9050"
"59","    8.5 ","05/08/1955",2,2.3,22,8.5,"9050"
"60","    10.5 ","06/08/1955",20,6.7,22,10.5,"9050"
"61","    11.5 ","07/08/1955",0,4.7,24,11.5,"9050"
"62","    11.5 ","08/08/1955",0,5.5,26,11.5,"9050"
"63","    10 ","09/08/1955",1,6.2,26,10,"9050"
"64","    9.5 ","10/08/1955",0,6.4,25,9.5,"9050"
"65","    9.5 ","11/08/1955",0,5.4,26,9.5,"9050"
"66","   12 ","12/08/1955",3.5,3.6,27.5,12,"9050"
"67","   10 ","13/08/1955",0,3.6,24.5,10,"9050"
"68","   13 ","14/08/1955",2.5,1.5,21.5,13,"9050"
"69","   13 ","15/08/1955",34.5,7.3,23.5,13,"9050"
"70","    12.5 ","16/08/1955",4,2,20,12.5,"9050"
"71","    11 ","17/08/1955",2,1.2,22,11,"9050"
"72","    11 ","18/08/1955",11,4.2,22,11,"9050"
"73","    11.5 ","19/08/1955",14.6,4.5,23,11.5,"9050"
"74","    10.5 ","20/08/1955",1.5,3.7,23,10.5,"9050"
"75","    11 ","21/08/1955",2.3,3.3,24,11,"9050"
"76","   12 ","22/08/1955",0,4,23.5,12,"9050"
"77","   10 ","23/08/1955",7,3.7,23.5,10,"9050"
"78","   13 ","24/08/1955",0,3.4,24.5,13,"9050"
"79","   12 ","25/08/1955",0,6.7,25.5,12,"9050"
"80","    12 ","26/08/1955",0,4.8,26,12,"9050"
"81","    9 ","27/08/1955",0.5,5.1,25,9,"9050"
"82","    10 ","28/08/1955",6,4.7,25,10,"9050"
"83","    13 ","29/08/1955",11.5,5.7,25,13,"9050"
"84","   13.5 ","30/08/1955",3,4,22.5,13.5,"9050"
"85","   11 ","31/08/1955",14,4.2,21.5,11,"9050"
"86","   10.5 ","01/09/1955",15.4,4,21.5,10.5,"9050"
"87","    12 ","02/09/1955",29,3,16,12,"9050"
"88","   12 ","03/09/1955",26.5,3.8,18.5,12,"9050"
"89","   12.5 ","04/09/1955",18,3.2,18.5,12.5,"9050"
"90","   12.5 ","05/09/1955",2.5,3,20.5,12.5,"9050"
"91","   12.5 ","06/09/1955",10,2.6,17.5,12.5,"9050"
"92","   12 ","07/09/1955",0,2.1,20.5,12,"9050"
"93","    12.5 ","08/09/1955",13.5,7.2,22,12.5,"9050"
"94","    13 ","09/09/1955",0,2.3,21,13,"9050"
"95","    13 ","10/09/1955",0,1.9,18,13,"9050"
"96","   11.5 ","11/09/1955",18,7.9,21.5,11.5,"9050"
"97","   11.5 ","12/09/1955",4.5,2.7,20.5,11.5,"9050"
"98","    12 ","13/09/1955",2.5,2.3,21,12,"9050"
"99","    12 ","14/09/1955",0,5,23,12,"9050"
"100","    10 ","15/09/1955",1,3.1,23,10,"9050"
"101","    8.5 ","16/09/1955",2.5,5.3,24,8.5,"9050"
"102","    8 ","17/09/1955",0,3.2,23,8,"9050"
"103","    7 ","18/09/1955",0,2.7,21,7,"9050"
"104","   10 ","19/09/1955",0,2.8,21.5,10,"9050"
"105","   12 ","20/09/1955",0,2.1,27.5,12,"9050"
"106","   12 ","21/09/1955",5.5,2.4,24.5,12,"9050"
"107","    13.5 ","22/09/1955",16,4.6,22,13.5,"9050"
"108","    13 ","23/09/1955",2.5,2.4,22,13,"9050"
"109","    12 ","24/09/1955",2,3.2,23,12,"9050"
"110","    10 ","25/09/1955",0,3.2,23,10,"9050"
"111","   11.5 ","26/09/1955",63,7.4,23.5,11.5,"9050"
"112","   13 ","27/09/1955",0,2.6,22.5,13,"9050"
"113","    11 ","28/09/1955",3.5,2.5,21,11,"9050"
"114","   12 ","29/09/1955",15.5,2.2,16.5,12,"9050"
"115","    11.5 ","30/09/1955",1,2.4,21,11.5,"9050"
"116","    13 ","01/10/1955",5,2.2,23,13,"9050"
"117","   12 ","02/10/1955",0,4.4,25.5,12,"9050"
"118","    9.5 ","03/10/1955",0,3.5,23,9.5,"9050"
"119","   11 ","04/10/1955",26.5,7.1,24.5,11,"9050"
"120","   10 ","05/10/1955",0,3.7,24.5,10,"9050"
"121","    9.5 ","06/10/1955",0,3.3,25,9.5,"9050"
"122","   11.5 ","07/10/1955",0,4.9,21.5,11.5,"9050"
"123","   11.5 ","08/10/1955",0,3.3,21.5,11.5,"9050"
"124","   6 ","09/10/1955",0.5,1.2,21.5,6,"9050"
"125","   8 ","10/10/1955",6.5,2.4,18.5,8,"9050"
"126","   12 ","11/10/1955",51.5,7.3,22.5,12,"9050"
"127","   12 ","12/10/1955",0,3.9,23.5,12,"9050"
"128","    11.5 ","13/10/1955",0,4.2,22,11.5,"9050"
"129","    6.5 ","14/10/1955",0,2.1,18,6.5,"9050"
"130","    10.5 ","15/10/1955",3.3,2.4,20,10.5,"9050"
"131","    10 ","16/10/1955",1.5,1.2,17,10,"9050"
"132","   8 ","17/10/1955",9.5,1.2,11.5,8,"9050"
"133","   5.5 ","18/10/1955",0.5,2.2,13.5,5.5,"9050"
"134","    6.5 ","19/10/1955",0,2,12,6.5,"9050"
"135","   1 ","20/10/1955",0,3.3,22.5,1,"9050"
"136","   1 ","21/10/1955",0,3.7,21.5,1,"9050"
"137","   1.5 ","22/10/1955",0,3.4,21.5,1.5,"9050"
"138","    4 ","23/10/1955",0,2.9,23,4,"9050"
"139","   6 ","24/10/1955",0,2.4,17.5,6,"9050"
"140","   9 ","25/10/1955",0,1.1,16.5,9,"9050"
"141","    7 ","26/10/1955",0,2.6,23,7,"9050"
"142","   6 ","27/10/1955",0,2.8,24.5,6,"9050"
"143","    7.5 ","28/10/1955",0,3.9,16,7.5,"9050"
"144","   5 ","29/10/1955",0,2.7,23.5,5,"9050"
"145","   3 ","30/10/1955",0,3.2,23.5,3,"9050"
"146","    5.5 ","31/10/1955",0,2.7,23,5.5,"9050"
"147","    5 ","01/11/1955",0,2.6,23,5,"9050"
"148","    3.5 ","02/11/1955",0,0.3,23,3.5,"9050"
"149","    3 ","03/11/1955",0,2.8,20,3,"9050"
"150","   3.5 ","04/11/1955",0,3.3,22.5,3.5,"9050"
"151","    4 ","05/11/1955",0,2.9,23,4,"9050"
"152","   3 ","06/11/1955",0,3.4,24.5,3,"9050"
"153","    4.5 ","07/11/1955",3,1.3,20,4.5,"9050"
"154","    3.5 ","08/11/1955",0,2,20,3.5,"9050"
"155","    4 ","09/11/1955",0,3.3,21,4,"9050"
"156","    5.5 ","10/11/1955",0,2.5,22,5.5,"9050"
"157","    1 ","11/11/1955",0,4.4,24,1,"9050"
"158","    4 ","12/11/1955",0,3.2,25,4,"9050"
"159","   4 ","13/11/1955",0,2.7,25.5,4,"9050"
"160","   6.5 ","14/11/1955",0,3.4,20.5,6.5,"9050"
"161","   6 ","15/11/1955",0,2.4,25.5,6,"9050"
"162","    5 ","16/11/1955",0,3.3,25,5,"9050"
"163","    6.5 ","17/11/1955",0,2.8,23,6.5,"9050"
"164","   6.5 ","18/11/1955",0,2.9,21.5,6.5,"9050"
"165","   7.5 ","19/11/1955",0,2.8,23.5,7.5,"9050"
"166","    8 ","20/11/1955",0.5,2.4,18,8,"9050"
"167","   8.5 ","21/11/1955",0,2.2,23.5,8.5,"9050"
"168","    7 ","22/11/1955",0,2.8,23,7,"9050"
"169","   4.5 ","23/11/1955",1,1.5,23.5,4.5,"9050"
"170","    5 ","24/11/1955",0,2.2,21,5,"9050"
"171","   4.5 ","25/11/1955",0,2.6,22.5,4.5,"9050"
"172","   4.5 ","26/11/1955",0,3.4,21.5,4.5,"9050"
"173","    4 ","27/11/1955",0,1.3,23,4,"9050"
"174","    5.5 ","28/11/1955",1,2.5,19,5.5,"9050"
"175","   7 ","29/11/1955",1,0.3,16.5,7,"9050"
"176","    2.5 ","30/11/1955",0,2.1,19,2.5,"9050"
"177","    2 ","01/12/1955",0,1.9,23,2,"9050"
"178","   4 ","02/12/1955",0,3.2,23.5,4,"9050"
"179","    3 ","03/12/1955",0,2.3,23,3,"9050"
"180","    4 ","04/12/1955",0,2.4,23,4,"9050"
"181","   4 ","05/12/1955",0,1.6,22.5,4,"9050"
"182","    5 ","06/12/1955",0,3.3,24,5,"9050"
"183","    4 ","07/12/1955",0,2.1,23,4,"9050"
"184","   4 ","08/12/1955",0,2.6,22.5,4,"9050"
"185","   5 ","09/12/1955",0,2.2,21.5,5,"9050"
"186","   5 ","10/12/1955",3.5,1.1,24.5,5,"9050"
"187","   3 ","11/12/1955",1,2.4,17.5,3,"9050"
"188","    4 ","12/12/1955",3,0.1,11,4,"9050"
"189","    2.5 ","13/12/1955",3,1.4,18,2.5,"9050"
"190","    3 ","14/12/1955",0,2.4,19,3,"9050"
"191","    2 ","15/12/1955",0,2.4,19,2,"9050"
"192","    2.5 ","16/12/1955",0,2.6,20,2.5,"9050"
"193","    5.5 ","17/12/1955",0,2.8,21,5.5,"9050"
"194","   2 ","18/12/1955",0,2.9,20.5,2,"9050"
"195","    2 ","19/12/1955",0,2.3,20,2,"9050"
"196","    3 ","20/12/1955",0,1.9,15,3,"9050"
"197","    0 ","21/12/1955",0,1.5,19,0,"9050"
"198","  -2 ","22/12/1955",0,2.2,20.5,-2,"9050"
"199","  -2 ","23/12/1955",0,1.3,21.5,-2,"9050"
"200","  -1 ","24/12/1955",0,1.4,22.5,-1,"9050"
"201","  -1.5 ","25/12/1955",0,1.2,22.5,-1.5,"9050"
"202","  -0.5 ","26/12/1955",0,1.9,21.5,-0.5,"9050"
